year,week,date,home_team,home_conference,home_points,away_team,away_conference,away_points,significance,home_rank,away_rank,outlet
2019,10,2019-11-02 16:00:00+00:00,Maryland,Big Ten,7,Michigan,Big Ten,38,ranked_matchup,,14.0,ABC
2019,10,2019-11-02 18:30:00+00:00,Notre Dame,FBS Independents,21,Virginia Tech,ACC,20,ranked_matchup,16.0,,NBC
2019,10,2019-11-02 19:30:00+00:00,Kansas,Big 12,10,Kansas State,Big 12,38,ranked_matchup,,22.0,FS1
2019,10,2019-11-02 19:30:00+00:00,Florida,SEC,17,Georgia,SEC,24,"ranked_matchup,upset_victory",6.0,8.0,CBS
2019,10,2019-11-02 20:00:00+00:00,Clemson,ACC,59,Wofford,Southern,14,ranked_matchup,4.0,,ACCN
2019,10,2019-11-02 20:00:00+00:00,Washington,Pac-12,28,Utah,Pac-12,33,ranked_matchup,,9.0,FOX
2019,10,2019-11-02 23:00:00+00:00,East Carolina,American Athletic,43,Cincinnati,American Athletic,46,ranked_matchup,,17.0,CBSSN
2019,10,2019-11-02 23:00:00+00:00,Auburn,SEC,20,Ole Miss,SEC,14,ranked_matchup,11.0,,ESPN
2019,10,2019-11-02 23:30:00+00:00,Memphis,American Athletic,54,SMU,American Athletic,48,"ranked_matchup,upset_victory",24.0,15.0,ABC
2019,10,2019-11-03 00:00:00+00:00,USC,Pac-12,24,Oregon,Pac-12,56,ranked_matchup,,7.0,ESPNRM
2019,10,2019-11-03 02:30:00+00:00,San José State,Mountain West,42,Boise State,Mountain West,52,ranked_matchup,,21.0,CBSSN
2019,11,2019-11-09 17:00:00+00:00,TCU,Big 12,23,Baylor,Big 12,29,ranked_matchup,,11.0,FS1
2019,11,2019-11-09 17:00:00+00:00,Florida,SEC,56,Vanderbilt,SEC,0,ranked_matchup,10.0,,ESPN
2019,11,2019-11-09 17:00:00+00:00,Minnesota,Big Ten,31,Penn State,Big Ten,26,"ranked_matchup,upset_victory",13.0,5.0,ABC
2019,11,2019-11-09 17:00:00+00:00,SMU,American Athletic,59,East Carolina,American Athletic,51,ranked_matchup,23.0,,ESPNU
2019,11,2019-11-09 17:00:00+00:00,Ohio State,Big Ten,73,Maryland,Big Ten,14,ranked_matchup,3.0,,FOX
2019,11,2019-11-09 20:30:00+00:00,Virginia Tech,ACC,36,Wake Forest,ACC,17,ranked_matchup,,22.0,ACCN
2019,11,2019-11-09 20:30:00+00:00,Cincinnati,American Athletic,48,UConn,American Athletic,3,ranked_matchup,17.0,,CBSSN
2019,11,2019-11-09 20:30:00+00:00,Texas,Big 12,27,Kansas State,Big 12,24,ranked_matchup,,20.0,ESPN
2019,11,2019-11-09 20:30:00+00:00,Alabama,SEC,41,LSU,SEC,46,ranked_matchup,2.0,1.0,CBS
2019,11,2019-11-09 21:00:00+00:00,Wisconsin,Big Ten,24,Iowa,Big Ten,22,ranked_matchup,16.0,18.0,FOX
2019,11,2019-11-10 00:00:00+00:00,Georgia,SEC,27,Missouri,SEC,0,ranked_matchup,6.0,,ESPNRM
2019,11,2019-11-10 00:30:00+00:00,Duke,ACC,7,Notre Dame,FBS Independents,38,ranked_matchup,,15.0,ACCN
2019,11,2019-11-10 00:30:00+00:00,NC State,ACC,10,Clemson,ACC,55,ranked_matchup,,4.0,ABC
2019,11,2019-11-10 01:00:00+00:00,Oklahoma,Big 12,42,Iowa State,Big 12,41,ranked_matchup,9.0,,ESPNRM
2019,11,2019-11-10 03:15:00+00:00,Boise State,Mountain West,20,Wyoming,Mountain West,17,ranked_matchup,21.0,,ESPN
2019,11,2019-11-10 03:30:00+00:00,San Diego State,Mountain West,13,Nevada,Mountain West,17,ranked_matchup,24.0,,ESPN2
2019,12,2019-11-16 17:00:00+00:00,Nebraska,Big Ten,21,Wisconsin,Big Ten,37,ranked_matchup,,15.0,BTN
2019,12,2019-11-16 17:00:00+00:00,Oklahoma State,Big 12,31,Kansas,Big 12,13,ranked_matchup,25.0,,FS1
2019,12,2019-11-16 17:00:00+00:00,Mississippi State,SEC,7,Alabama,SEC,38,ranked_matchup,,4.0,ESPN
2019,12,2019-11-16 17:00:00+00:00,Missouri,SEC,6,Florida,SEC,23,ranked_matchup,,11.0,ESPNRM
2019,12,2019-11-16 17:00:00+00:00,Penn State,Big Ten,34,Indiana,Big Ten,27,ranked_matchup,9.0,24.0,ABC
2019,12,2019-11-16 17:00:00+00:00,Michigan,Big Ten,44,Michigan State,Big Ten,10,ranked_matchup,14.0,,FOX
2019,12,2019-11-16 19:30:00+00:00,Notre Dame,FBS Independents,52,Navy,American Athletic,20,ranked_matchup,16.0,21.0,NBC
2019,12,2019-11-16 20:30:00+00:00,Auburn,SEC,14,Georgia,SEC,21,ranked_matchup,13.0,5.0,CBS
2019,12,2019-11-16 20:30:00+00:00,Iowa State,Big 12,23,Texas,Big 12,21,ranked_matchup,,22.0,FS1
2019,12,2019-11-16 20:30:00+00:00,Rutgers,Big Ten,21,Ohio State,Big Ten,56,ranked_matchup,,2.0,BTN
2019,12,2019-11-16 20:30:00+00:00,Houston,American Athletic,27,Memphis,American Athletic,45,ranked_matchup,,18.0,ESPN2
2019,12,2019-11-16 20:30:00+00:00,Clemson,ACC,52,Wake Forest,ACC,3,ranked_matchup,3.0,,ABC
2019,12,2019-11-16 21:00:00+00:00,Iowa,Big Ten,23,Minnesota,Big Ten,19,"ranked_matchup,upset_victory",23.0,7.0,FOX
2019,12,2019-11-17 00:00:00+00:00,Ole Miss,SEC,37,LSU,SEC,58,ranked_matchup,,1.0,ESPN
2019,12,2019-11-17 00:00:00+00:00,South Florida,American Athletic,17,Cincinnati,American Athletic,20,ranked_matchup,,17.0,CBSSN
2019,12,2019-11-17 00:30:00+00:00,Baylor,Big 12,31,Oklahoma,Big 12,34,ranked_matchup,12.0,10.0,ESPNRM
2019,12,2019-11-17 01:00:00+00:00,Utah,Pac-12,49,UCLA,Pac-12,3,ranked_matchup,8.0,,FOX
2019,12,2019-11-17 03:15:00+00:00,Boise State,Mountain West,42,New Mexico,Mountain West,9,ranked_matchup,19.0,,ESPN2
2019,12,2019-11-17 03:30:00+00:00,Oregon,Pac-12,34,Arizona,Pac-12,6,ranked_matchup,6.0,,ESPN
2019,13,2019-11-23 17:00:00+00:00,Alabama,SEC,66,Western Carolina,Southern,3,ranked_matchup,5.0,,ESPN
2019,13,2019-11-23 17:00:00+00:00,Auburn,SEC,52,Samford,Southern,0,ranked_matchup,16.0,,SECN
2019,13,2019-11-23 17:00:00+00:00,Iowa,Big Ten,19,Illinois,Big Ten,10,ranked_matchup,19.0,,BTN
2019,13,2019-11-23 17:00:00+00:00,West Virginia,Big 12,13,Oklahoma State,Big 12,20,ranked_matchup,,22.0,ESPN2
2019,13,2019-11-23 17:00:00+00:00,Ohio State,Big Ten,28,Penn State,Big Ten,17,ranked_matchup,2.0,9.0,ESPNRM
2019,13,2019-11-23 17:00:00+00:00,Northwestern,Big Ten,22,Minnesota,Big Ten,38,ranked_matchup,,11.0,ABC
2019,13,2019-11-23 19:30:00+00:00,Notre Dame,FBS Independents,40,Boston College,ACC,7,ranked_matchup,15.0,,NBC
2019,13,2019-11-23 19:30:00+00:00,App State,Sun Belt,35,Texas State,Sun Belt,13,ranked_matchup,23.0,,ESPN+
2019,13,2019-11-23 20:30:00+00:00,Georgia,SEC,19,Texas A&M,SEC,13,ranked_matchup,4.0,24.0,CBS
2019,13,2019-11-23 20:30:00+00:00,Baylor,Big 12,24,Texas,Big 12,10,ranked_matchup,13.0,,FS1
2019,13,2019-11-23 20:30:00+00:00,Virginia Tech,ACC,28,Pittsburgh,ACC,0,ranked_matchup,25.0,,ESPN2
2019,13,2019-11-23 20:30:00+00:00,Indiana,Big Ten,14,Michigan,Big Ten,39,ranked_matchup,,12.0,ESPN
2019,13,2019-11-23 20:30:00+00:00,Navy,American Athletic,35,SMU,American Athletic,28,ranked_matchup,,21.0,CBSSN
2019,13,2019-11-23 21:00:00+00:00,South Florida,American Athletic,10,Memphis,American Athletic,49,ranked_matchup,,18.0,ESPNU
2019,13,2019-11-23 21:00:00+00:00,Wisconsin,Big Ten,45,Purdue,Big Ten,24,ranked_matchup,14.0,,FOX
2019,13,2019-11-24 00:00:00+00:00,Cincinnati,American Athletic,15,Temple,American Athletic,13,ranked_matchup,17.0,,ESPN2
2019,13,2019-11-24 00:00:00+00:00,LSU,SEC,56,Arkansas,SEC,20,ranked_matchup,1.0,,ESPN
2019,13,2019-11-24 00:30:00+00:00,Arizona State,Pac-12,31,Oregon,Pac-12,28,ranked_matchup,,6.0,ABC
2019,13,2019-11-24 01:00:00+00:00,Oklahoma,Big 12,28,TCU,Big 12,24,ranked_matchup,8.0,,ESPNRM
2019,13,2019-11-24 03:00:00+00:00,Arizona,Pac-12,7,Utah,Pac-12,35,ranked_matchup,,7.0,FS1
2019,13,2019-11-24 03:30:00+00:00,Utah State,Mountain West,21,Boise State,Mountain West,56,ranked_matchup,,20.0,CBSSN
2019,14,2019-11-29 17:00:00+00:00,Virginia,ACC,39,Virginia Tech,ACC,30,ranked_matchup,,23.0,ABC
2019,14,2019-11-29 19:30:00+00:00,Nebraska,Big Ten,24,Iowa,Big Ten,27,ranked_matchup,,19.0,BTN
2019,14,2019-11-29 20:30:00+00:00,Memphis,American Athletic,34,Cincinnati,American Athletic,24,ranked_matchup,17.0,18.0,ABC
2019,14,2019-11-29 20:30:00+00:00,Colorado State,Mountain West,24,Boise State,Mountain West,31,ranked_matchup,,20.0,CBSSN
2019,14,2019-11-29 23:00:00+00:00,Troy,Sun Belt,13,App State,Sun Belt,48,ranked_matchup,,22.0,ESPN+
2019,14,2019-11-30 17:00:00+00:00,Michigan,Big Ten,27,Ohio State,Big Ten,56,ranked_matchup,10.0,2.0,FOX
2019,14,2019-11-30 17:00:00+00:00,Georgia Tech,ACC,7,Georgia,SEC,52,ranked_matchup,,4.0,ABC
2019,14,2019-11-30 17:00:00+00:00,South Carolina,SEC,3,Clemson,ACC,38,ranked_matchup,,3.0,ESPNRM
2019,14,2019-11-30 20:30:00+00:00,Penn State,Big Ten,27,Rutgers,Big Ten,6,ranked_matchup,12.0,,BTN
2019,14,2019-11-30 20:30:00+00:00,Kansas,Big 12,6,Baylor,Big 12,61,ranked_matchup,,11.0,ESPN
2019,14,2019-11-30 20:30:00+00:00,Minnesota,Big Ten,17,Wisconsin,Big Ten,38,"ranked_matchup,upset_victory",9.0,13.0,ABC
2019,14,2019-11-30 20:30:00+00:00,Auburn,SEC,48,Alabama,SEC,45,"ranked_matchup,upset_victory",16.0,5.0,CBS
2019,14,2019-11-30 21:00:00+00:00,Oregon,Pac-12,24,Oregon State,Pac-12,10,ranked_matchup,14.0,,PAC12
2019,14,2019-11-30 21:00:00+00:00,Stanford,Pac-12,24,Notre Dame,FBS Independents,45,ranked_matchup,,15.0,FOX
2019,14,2019-12-01 00:00:00+00:00,LSU,SEC,50,Texas A&M,SEC,7,ranked_matchup,1.0,,ESPNRM
2019,14,2019-12-01 00:00:00+00:00,Houston,American Athletic,41,Navy,American Athletic,56,ranked_matchup,,24.0,ESPN2
2019,14,2019-12-01 00:30:00+00:00,Utah,Pac-12,45,Colorado,Pac-12,15,ranked_matchup,6.0,,ABC
2019,14,2019-12-01 00:30:00+00:00,Florida,SEC,40,Florida State,ACC,17,ranked_matchup,8.0,,SECN
2019,14,2019-12-01 01:00:00+00:00,Oklahoma State,Big 12,16,Oklahoma,Big 12,34,ranked_matchup,21.0,7.0,FOX
2019,15,2019-12-07 01:00:00+00:00,Oregon,Pac-12,37,Utah,Pac-12,15,"ranked_matchup,upset_victory",13.0,5.0,ESPNRM
2019,15,2019-12-07 17:00:00+00:00,App State,Sun Belt,45,Louisiana,Sun Belt,38,ranked_matchup,20.0,,ESPN
2019,15,2019-12-07 17:00:00+00:00,Oklahoma,Big 12,30,Baylor,Big 12,23,ranked_matchup,6.0,8.0,ESPNRM
2019,15,2019-12-07 20:30:00+00:00,Memphis,American Athletic,29,Cincinnati,American Athletic,24,ranked_matchup,16.0,21.0,ABC
2019,15,2019-12-07 21:00:00+00:00,Boise State,Mountain West,31,Hawai'i,Mountain West,10,ranked_matchup,19.0,,ESPN
2019,15,2019-12-07 21:00:00+00:00,LSU,SEC,37,Georgia,SEC,10,ranked_matchup,1.0,4.0,CBS
2019,15,2019-12-08 00:30:00+00:00,Clemson,ACC,62,Virginia,ACC,17,ranked_matchup,3.0,22.0,ESPNRM
2019,15,2019-12-08 01:00:00+00:00,Wisconsin,Big Ten,21,Ohio State,Big Ten,34,ranked_matchup,10.0,2.0,FOX
2019,15,2019-12-14 20:00:00+00:00,Navy,American Athletic,31,Army,FBS Independents,7,ranked_matchup,23.0,,
2019,1,2019-12-20 19:00:00+00:00,Charlotte,Conference USA,9,Buffalo,Mid-American,31,bowl_game,,,ESPN
2019,1,2019-12-21 00:30:00+00:00,Kent State,Mid-American,51,Utah State,Mountain West,41,bowl_game,,,ESPN2
2019,1,2019-12-21 01:00:00+00:00,North Central College,CCIW,41,Wisconsin-Whitewater,Wisconsin,14,bowl_game,,,ESPNU
2019,1,2019-12-21 17:00:00+00:00,North Carolina A&T,MEAC,64,Alcorn State,SWAC,44,bowl_game,,,ABC
2019,1,2019-12-21 19:00:00+00:00,North Dakota State,MVFC,42,Montana State,Big Sky,14,bowl_game,,,ESPN2
2019,1,2019-12-21 19:00:00+00:00,San Diego State,Mountain West,48,Central Michigan,Mid-American,11,bowl_game,,,ESPNRM
2019,1,2019-12-21 19:30:00+00:00,Georgia Southern,Sun Belt,16,Liberty,FBS Independents,23,bowl_game,,,CBSSN
2019,1,2019-12-21 20:00:00+00:00,Minnesota State Mankato,Northern Sun,40,West Florida,Gulf South,48,bowl_game,,,ESPNU
2019,1,2019-12-21 20:30:00+00:00,Florida Atlantic,Conference USA,52,SMU,American Athletic,28,bowl_game,,,ESPNRM
2019,1,2019-12-21 22:30:00+00:00,Arkansas State,Sun Belt,34,Florida International,Conference USA,26,bowl_game,,,ESPNRM
2019,1,2019-12-21 23:30:00+00:00,James Madison,CAA,30,Weber State,Big Sky,14,bowl_game,,,ESPNU
2019,1,2019-12-22 00:30:00+00:00,Washington,Pac-12,38,Boise State,Mountain West,7,"bowl_game,ranked_matchup",,23.0,ABC
2019,1,2019-12-22 02:00:00+00:00,UAB,Conference USA,17,App State,Sun Belt,31,"bowl_game,ranked_matchup",,19.0,ESPNRM
2019,1,2019-12-23 19:30:00+00:00,Marshall,Conference USA,25,UCF,American Athletic,48,"bowl_game,ranked_matchup",,24.0,ESPN2
2019,1,2019-12-25 01:00:00+00:00,BYU,FBS Independents,34,Hawai'i,Mountain West,38,bowl_game,,,ESPNRM
2019,1,2019-12-26 21:00:00+00:00,Miami,ACC,0,Louisiana Tech,Conference USA,14,bowl_game,,,ESPN
2019,1,2019-12-27 01:00:00+00:00,Eastern Michigan,Mid-American,30,Pittsburgh,ACC,34,bowl_game,,,ESPN
2019,1,2019-12-27 17:00:00+00:00,Temple,American Athletic,13,North Carolina,ACC,55,bowl_game,,,ESPNRM
2019,1,2019-12-27 20:20:00+00:00,Wake Forest,ACC,21,Michigan State,Big Ten,27,bowl_game,,,ESPNRM
2019,1,2019-12-27 23:45:00+00:00,Texas A&M,SEC,24,Oklahoma State,Big 12,21,bowl_game,,,ESPNRM
2019,1,2019-12-28 01:00:00+00:00,Iowa,Big Ten,49,USC,Pac-12,24,"bowl_game,ranked_matchup",15.0,,FS1
2019,1,2019-12-28 03:15:00+00:00,Washington State,Pac-12,21,Air Force,Mountain West,31,"bowl_game,ranked_matchup",,22.0,ESPNRM
2019,1,2019-12-28 17:00:00+00:00,Penn State,Big Ten,53,Memphis,American Athletic,39,"bowl_game,ranked_matchup",9.0,17.0,ESPNRM
2019,1,2019-12-28 17:00:00+00:00,Iowa State,Big 12,9,Notre Dame,FBS Independents,33,"bowl_game,ranked_matchup",,12.0,ESPNRM
2019,1,2019-12-28 21:20:00+00:00,LSU,SEC,63,Oklahoma,Big 12,28,"bowl_game,ranked_matchup",1.0,7.0,ESPNRM
2019,1,2019-12-29 01:20:00+00:00,Ohio State,Big Ten,23,Clemson,ACC,29,"bowl_game,ranked_matchup",3.0,2.0,ESPNRM
2019,1,2019-12-30 17:30:00+00:00,Western Michigan,Mid-American,20,Western Kentucky,Conference USA,23,bowl_game,,,ESPN
2019,1,2019-12-30 21:00:00+00:00,Illinois,Big Ten,20,California,Pac-12,35,bowl_game,,,FOX
2019,1,2019-12-30 21:00:00+00:00,Louisville,ACC,38,Mississippi State,SEC,28,bowl_game,,,ESPNRM
2019,1,2019-12-31 01:00:00+00:00,Virginia,ACC,28,Florida,SEC,36,"bowl_game,ranked_matchup",,6.0,ESPNRM
2019,1,2019-12-31 17:00:00+00:00,Kentucky,SEC,37,Virginia Tech,ACC,30,bowl_game,,,ESPNRM
2019,1,2019-12-31 19:00:00+00:00,Arizona State,Pac-12,20,Florida State,ACC,14,bowl_game,,,CBS
2019,1,2019-12-31 20:45:00+00:00,Kansas State,Big 12,17,Navy,American Athletic,20,"bowl_game,ranked_matchup",,20.0,ESPNRM
2019,1,2019-12-31 21:30:00+00:00,Georgia State,Sun Belt,17,Wyoming,Mountain West,38,bowl_game,,,CBSSN
2019,1,2020-01-01 00:30:00+00:00,Texas,Big 12,38,Utah,Pac-12,10,"bowl_game,ranked_matchup,upset_victory",25.0,16.0,ESPNRM
2019,1,2020-01-01 18:00:00+00:00,Alabama,SEC,35,Michigan,Big Ten,16,"bowl_game,ranked_matchup",8.0,18.0,ESPNRM
2019,1,2020-01-01 18:00:00+00:00,Auburn,SEC,24,Minnesota,Big Ten,31,"bowl_game,ranked_matchup",14.0,10.0,ESPN
2019,1,2020-01-01 22:10:00+00:00,Wisconsin,Big Ten,27,Oregon,Pac-12,28,"bowl_game,ranked_matchup",11.0,5.0,ESPNRM
2019,1,2020-01-02 01:45:00+00:00,Baylor,Big 12,14,Georgia,SEC,26,"bowl_game,ranked_matchup",13.0,4.0,ESPNRM
2019,1,2020-01-02 20:00:00+00:00,Cincinnati,American Athletic,38,Boston College,ACC,6,"bowl_game,ranked_matchup",21.0,,ESPN
2019,1,2020-01-03 00:00:00+00:00,Tennessee,SEC,23,Indiana,Big Ten,22,bowl_game,,,ESPN
2019,1,2020-01-03 20:30:00+00:00,Nevada,Mountain West,21,Ohio,Mid-American,30,bowl_game,,,ESPN
2019,1,2020-01-04 16:30:00+00:00,Tulane,American Athletic,30,Southern Miss,Conference USA,13,bowl_game,,,ESPN
2019,1,2020-01-07 00:30:00+00:00,Miami (OH),Mid-American,17,Louisiana,Sun Belt,27,bowl_game,,,ESPN
2019,1,2020-01-11 17:00:00+00:00,North Dakota State,MVFC,28,James Madison,CAA,20,bowl_game,,,ABC
2019,1,2020-01-14 01:00:00+00:00,LSU,SEC,42,Clemson,ACC,25,"bowl_game,ranked_matchup",1.0,2.0,ESPNRM
2020,1,2020-09-08 00:00:00+00:00,Navy,American Athletic,3,BYU,FBS Independents,55,ranked_matchup,,11.0,ESPN
2020,3,2020-09-19 16:00:00+00:00,Cincinnati,American Athletic,55,Austin Peay,OVC,20,ranked_matchup,13.0,,ESPN+
2020,3,2020-09-19 16:00:00+00:00,Pittsburgh,ACC,21,Syracuse,ACC,10,ranked_matchup,25.0,,ACCN
2020,3,2020-09-19 16:00:00+00:00,Oklahoma State,Big 12,16,Tulsa,American Athletic,7,ranked_matchup,11.0,,ESPN
2020,3,2020-09-19 16:00:00+00:00,Georgia State,Sun Belt,31,Louisiana,Sun Belt,34,ranked_matchup,,19.0,ESPN2
2020,3,2020-09-19 18:30:00+00:00,Notre Dame,FBS Independents,52,South Florida,American Athletic,0,ranked_matchup,7.0,,USA
2020,3,2020-09-19 19:30:00+00:00,Georgia Tech,ACC,21,UCF,American Athletic,49,ranked_matchup,,14.0,ESPN
2020,3,2020-09-19 19:30:00+00:00,Marshall,Conference USA,17,App State,Sun Belt,7,ranked_matchup,,24.0,CBSSN
2020,3,2020-09-19 20:00:00+00:00,Clemson,ACC,49,The Citadel,Southern,0,ranked_matchup,1.0,,ACCN
2020,3,2020-09-19 23:30:00+00:00,Louisville,ACC,34,Miami,ACC,47,ranked_matchup,18.0,17.0,ABC
2020,4,2020-09-26 16:00:00+00:00,Pittsburgh,ACC,23,Louisville,ACC,20,ranked_matchup,21.0,24.0,ACCN
2020,4,2020-09-26 16:00:00+00:00,Louisiana,Sun Belt,20,Georgia Southern,Sun Belt,18,ranked_matchup,19.0,,ESPN2
2020,4,2020-09-26 16:00:00+00:00,East Carolina,American Athletic,28,UCF,American Athletic,51,ranked_matchup,,13.0,ESPN+
2020,4,2020-09-26 16:00:00+00:00,Auburn,SEC,29,Kentucky,SEC,13,ranked_matchup,8.0,23.0,SECN
2020,4,2020-09-26 16:00:00+00:00,Oklahoma,Big 12,35,Kansas State,Big 12,38,ranked_matchup,3.0,,FOX
2020,4,2020-09-26 16:00:00+00:00,Ole Miss,SEC,35,Florida,SEC,51,ranked_matchup,,5.0,ESPN
2020,4,2020-09-26 19:30:00+00:00,LSU,SEC,34,Mississippi State,SEC,44,ranked_matchup,6.0,,CBS
2020,4,2020-09-26 19:30:00+00:00,Texas Tech,Big 12,56,Texas,Big 12,63,ranked_matchup,,8.0,FOX
2020,4,2020-09-26 19:30:00+00:00,Cincinnati,American Athletic,24,Army,FBS Independents,10,ranked_matchup,14.0,22.0,ESPN
2020,4,2020-09-26 19:30:00+00:00,Oklahoma State,Big 12,27,West Virginia,Big 12,13,ranked_matchup,15.0,,ABC
2020,4,2020-09-26 20:00:00+00:00,Arkansas,SEC,10,Georgia,SEC,37,ranked_matchup,,4.0,SECN
2020,4,2020-09-26 23:00:00+00:00,Missouri,SEC,19,Alabama,SEC,38,ranked_matchup,,2.0,ESPN
2020,4,2020-09-26 23:30:00+00:00,Texas A&M,SEC,17,Vanderbilt,SEC,12,ranked_matchup,10.0,,SECN Alt
2020,4,2020-09-26 23:30:00+00:00,South Carolina,SEC,27,Tennessee,SEC,31,ranked_matchup,,16.0,SECN
2020,4,2020-09-26 23:30:00+00:00,Miami,ACC,52,Florida State,ACC,10,ranked_matchup,12.0,,ABC
2020,4,2020-09-27 00:00:00+00:00,Virginia Tech,ACC,45,NC State,ACC,24,ranked_matchup,20.0,,ACCN
2020,4,2020-09-27 02:15:00+00:00,BYU,FBS Independents,48,Troy,Sun Belt,7,ranked_matchup,18.0,,ESPN
2020,5,2020-10-03 01:00:00+00:00,BYU,FBS Independents,45,Louisiana Tech,Conference USA,14,ranked_matchup,22.0,,ESPN2
2020,5,2020-10-03 16:00:00+00:00,Pittsburgh,ACC,29,NC State,ACC,30,ranked_matchup,24.0,,ACCN
2020,5,2020-10-03 16:00:00+00:00,Tennessee,SEC,35,Missouri,SEC,12,ranked_matchup,21.0,,SECN
2020,5,2020-10-03 16:00:00+00:00,Florida,SEC,38,South Carolina,SEC,24,ranked_matchup,3.0,,ESPN
2020,5,2020-10-03 16:00:00+00:00,Texas,Big 12,31,TCU,Big 12,33,ranked_matchup,9.0,,FS1
2020,5,2020-10-03 19:30:00+00:00,SMU,American Athletic,30,Memphis,American Athletic,27,ranked_matchup,,25.0,ESPN2
2020,5,2020-10-03 19:30:00+00:00,Boston College,ACC,22,North Carolina,ACC,26,ranked_matchup,,12.0,ABC
2020,5,2020-10-03 19:30:00+00:00,Alabama,SEC,52,Texas A&M,SEC,24,ranked_matchup,2.0,13.0,CBS
2020,5,2020-10-03 19:30:00+00:00,Kansas,Big 12,7,Oklahoma State,Big 12,47,ranked_matchup,,17.0,ESPN
2020,5,2020-10-03 19:30:00+00:00,Cincinnati,American Athletic,28,South Florida,American Athletic,7,ranked_matchup,15.0,,ESPN+
2020,5,2020-10-03 23:30:00+00:00,Vanderbilt,SEC,7,LSU,SEC,41,ranked_matchup,,20.0,SECN
2020,5,2020-10-03 23:30:00+00:00,Georgia,SEC,27,Auburn,SEC,6,ranked_matchup,4.0,7.0,ESPN
2020,5,2020-10-03 23:30:00+00:00,Mississippi State,SEC,14,Arkansas,SEC,21,ranked_matchup,16.0,,SECN Alt
2020,5,2020-10-03 23:30:00+00:00,UCF,American Athletic,26,Tulsa,American Athletic,34,ranked_matchup,11.0,,ESPN2
2020,5,2020-10-03 23:30:00+00:00,Iowa State,Big 12,37,Oklahoma,Big 12,30,ranked_matchup,,18.0,ABC
2020,5,2020-10-04 00:00:00+00:00,Clemson,ACC,41,Virginia,ACC,23,ranked_matchup,1.0,,ACCN
2020,6,2020-10-10 16:00:00+00:00,LSU,SEC,41,Missouri,SEC,45,ranked_matchup,17.0,,ESPN
2020,6,2020-10-10 16:00:00+00:00,Texas A&M,SEC,41,Florida,SEC,38,"ranked_matchup,upset_victory",21.0,4.0,ESPN
2020,6,2020-10-10 16:00:00+00:00,Oklahoma,Big 12,53,Texas,Big 12,45,ranked_matchup,,22.0,FOX
2020,6,2020-10-10 16:00:00+00:00,North Carolina,ACC,56,Virginia Tech,ACC,45,ranked_matchup,8.0,19.0,ABC
2020,6,2020-10-10 19:30:00+00:00,Iowa State,Big 12,31,Texas Tech,Big 12,15,ranked_matchup,24.0,,FOX
2020,6,2020-10-10 19:30:00+00:00,BYU,FBS Independents,27,UTSA,Conference USA,20,ranked_matchup,15.0,,ESPN2
2020,6,2020-10-10 19:30:00+00:00,Georgia,SEC,44,Tennessee,SEC,21,ranked_matchup,3.0,14.0,CBS
2020,6,2020-10-10 20:00:00+00:00,Auburn,SEC,30,Arkansas,SEC,28,ranked_matchup,13.0,,SECN
2020,6,2020-10-10 23:30:00+00:00,Notre Dame,FBS Independents,42,Florida State,ACC,26,ranked_matchup,5.0,,NBC
2020,6,2020-10-10 23:30:00+00:00,Clemson,ACC,42,Miami,ACC,17,ranked_matchup,1.0,7.0,ABC
2020,6,2020-10-10 23:30:00+00:00,Ole Miss,SEC,48,Alabama,SEC,63,ranked_matchup,,2.0,ESPN
2020,7,2020-10-14 23:30:00+00:00,Louisiana,Sun Belt,27,Coastal Carolina,Sun Belt,30,ranked_matchup,21.0,,ESPN2
2020,7,2020-10-16 22:00:00+00:00,Tulane,American Athletic,34,SMU,American Athletic,37,ranked_matchup,,17.0,ESPN2
2020,7,2020-10-17 01:30:00+00:00,Houston,American Athletic,26,BYU,FBS Independents,43,ranked_matchup,,15.0,ESPN2
2020,7,2020-10-17 16:00:00+00:00,Georgia Tech,ACC,7,Clemson,ACC,73,ranked_matchup,,1.0,ABC
2020,7,2020-10-17 16:00:00+00:00,Tennessee,SEC,7,Kentucky,SEC,34,ranked_matchup,18.0,,SECN
2020,7,2020-10-17 16:00:00+00:00,South Carolina,SEC,30,Auburn,SEC,22,ranked_matchup,,14.0,ESPN
2020,7,2020-10-17 16:00:00+00:00,Miami,ACC,31,Pittsburgh,ACC,19,ranked_matchup,13.0,,ACCN
2020,7,2020-10-17 18:30:00+00:00,Notre Dame,FBS Independents,12,Louisville,ACC,7,ranked_matchup,4.0,,NBC
2020,7,2020-10-17 20:00:00+00:00,Mississippi State,SEC,14,Texas A&M,SEC,28,ranked_matchup,,11.0,SECN
2020,7,2020-10-17 23:30:00+00:00,Florida State,ACC,31,North Carolina,ACC,28,ranked_matchup,,5.0,ABC
2020,7,2020-10-18 00:00:00+00:00,Alabama,SEC,41,Georgia,SEC,24,ranked_matchup,2.0,3.0,CBS
2020,7,2020-10-18 00:00:00+00:00,Virginia Tech,ACC,40,Boston College,ACC,14,ranked_matchup,23.0,,ACCN
2020,8,2020-10-24 00:00:00+00:00,Wisconsin,Big Ten,45,Illinois,Big Ten,7,ranked_matchup,14.0,,BTN
2020,8,2020-10-24 16:00:00+00:00,Kansas State,Big 12,55,Kansas,Big 12,14,ranked_matchup,20.0,,FS1
