year,week,date,home_team,home_conference,home_points,away_team,away_conference,away_points,significance,home_rank,away_rank,outlet
2014,11,2014-11-08 20:30:00+00:00,Arizona State,Pac-12,55,Notre Dame,FBS Independents,31,"ranked_matchup,upset_victory",11.0,8.0,ABC
2014,11,2014-11-08 20:30:00+00:00,Auburn,SEC,38,Texas A&M,SEC,41,ranked_matchup,3.0,,ESPNRM
2014,11,2014-11-08 20:30:00+00:00,Texas,Big 12,33,West Virginia,Big 12,16,ranked_matchup,,24.0,FS1
2014,11,2014-11-08 21:00:00+00:00,Mississippi State,SEC,45,UT Martin,OVC,16,ranked_matchup,1.0,,SECN
2014,11,2014-11-08 23:30:00+00:00,Florida State,ACC,34,Virginia,ACC,20,ranked_matchup,2.0,,ESPN
2014,11,2014-11-09 00:00:00+00:00,Southern Miss,Conference USA,17,Marshall,Conference USA,63,ranked_matchup,,23.0,
2014,11,2014-11-09 00:00:00+00:00,Washington,Pac-12,30,UCLA,Pac-12,44,ranked_matchup,,18.0,FS1
2014,11,2014-11-09 00:30:00+00:00,TCU,Big 12,41,Kansas State,Big 12,20,ranked_matchup,6.0,9.0,FOX
2014,11,2014-11-09 01:00:00+00:00,Arizona,Pac-12,38,Colorado,Pac-12,20,ranked_matchup,21.0,,PAC12
2014,11,2014-11-09 01:00:00+00:00,LSU,SEC,13,Alabama,SEC,20,ranked_matchup,14.0,4.0,ESPNRM
2014,11,2014-11-09 01:00:00+00:00,Michigan State,Big Ten,37,Ohio State,Big Ten,49,"ranked_matchup,upset_victory",7.0,13.0,ESPN3
2014,11,2014-11-09 03:00:00+00:00,Utah,Pac-12,27,Oregon,Pac-12,51,ranked_matchup,20.0,5.0,ESPN
2014,12,2014-11-15 17:00:00+00:00,Georgia Tech,ACC,28,Clemson,ACC,6,"ranked_matchup,upset_victory",24.0,18.0,ESPN
2014,12,2014-11-15 17:00:00+00:00,Duke,ACC,16,Virginia Tech,ACC,17,ranked_matchup,19.0,,ESPNU
2014,12,2014-11-15 17:00:00+00:00,Minnesota,Big Ten,24,Ohio State,Big Ten,31,ranked_matchup,,8.0,ESPN3
2014,12,2014-11-15 19:30:00+00:00,Marshall,Conference USA,41,Rice,Conference USA,14,ranked_matchup,21.0,,
2014,12,2014-11-15 20:00:00+00:00,Kansas,Big 12,30,TCU,Big 12,34,ranked_matchup,,5.0,FS1
2014,12,2014-11-15 20:30:00+00:00,Wisconsin,Big Ten,59,Nebraska,Big Ten,24,"ranked_matchup,upset_victory",22.0,11.0,ESPN3
2014,12,2014-11-15 20:30:00+00:00,Notre Dame,FBS Independents,40,Northwestern,Big Ten,43,ranked_matchup,15.0,,NBC
2014,12,2014-11-15 20:30:00+00:00,Alabama,SEC,25,Mississippi State,SEC,20,"ranked_matchup,upset_victory",4.0,1.0,ESPNRM
2014,12,2014-11-15 20:30:00+00:00,Arizona,Pac-12,27,Washington,Pac-12,26,ranked_matchup,17.0,,FOX
2014,12,2014-11-15 23:00:00+00:00,Stanford,Pac-12,17,Utah,Pac-12,20,ranked_matchup,,25.0,PAC12
2014,12,2014-11-16 00:15:00+00:00,Georgia,SEC,34,Auburn,SEC,7,"ranked_matchup,upset_victory",16.0,9.0,ESPN
2014,12,2014-11-16 01:00:00+00:00,Maryland,Big Ten,15,Michigan State,Big Ten,37,ranked_matchup,,12.0,BTN
2014,12,2014-11-16 01:00:00+00:00,Arkansas,SEC,17,LSU,SEC,0,ranked_matchup,,20.0,ESPN2
2014,12,2014-11-16 01:00:00+00:00,Miami,ACC,26,Florida State,ACC,30,ranked_matchup,,2.0,ESPNRM
2014,12,2014-11-16 03:45:00+00:00,Oregon State,Pac-12,35,Arizona State,Pac-12,27,ranked_matchup,,7.0,ESPN
2014,13,2014-11-21 00:00:00+00:00,West Virginia,Big 12,20,Kansas State,Big 12,26,ranked_matchup,,12.0,FS1
2014,13,2014-11-21 00:30:00+00:00,Duke,ACC,20,North Carolina,ACC,45,ranked_matchup,25.0,,ESPNRM
2014,13,2014-11-22 17:00:00+00:00,Ohio State,Big Ten,42,Indiana,Big Ten,27,ranked_matchup,7.0,,BTN
2014,13,2014-11-22 17:00:00+00:00,Michigan State,Big Ten,45,Rutgers,Big Ten,3,ranked_matchup,10.0,,BTN
2014,13,2014-11-22 17:00:00+00:00,Nebraska,Big Ten,24,Minnesota,Big Ten,28,ranked_matchup,21.0,,ESPN
2014,13,2014-11-22 17:00:00+00:00,Georgia,SEC,55,Charleston Southern,Big South,9,ranked_matchup,9.0,,SECN
2014,13,2014-11-22 17:00:00+00:00,UAB,Conference USA,18,Marshall,Conference USA,23,ranked_matchup,,18.0,
2014,13,2014-11-22 18:00:00+00:00,Arizona State,Pac-12,52,Washington State,Pac-12,31,ranked_matchup,13.0,,PAC12
2014,13,2014-11-22 18:30:00+00:00,Colorado State,Mountain West,58,New Mexico,Mountain West,20,ranked_matchup,22.0,,
2014,13,2014-11-22 18:30:00+00:00,Oklahoma,Big 12,44,Kansas,Big 12,7,ranked_matchup,23.0,,FS1
2014,13,2014-11-22 20:30:00+00:00,Florida State,ACC,20,Boston College,ACC,17,ranked_matchup,1.0,,ESPN2
2014,13,2014-11-22 20:30:00+00:00,Utah,Pac-12,10,Arizona,Pac-12,42,ranked_matchup,20.0,15.0,ESPN
2014,13,2014-11-22 20:30:00+00:00,Iowa,Big Ten,24,Wisconsin,Big Ten,26,ranked_matchup,,14.0,ESPN2
2014,13,2014-11-22 20:30:00+00:00,Arkansas,SEC,30,Ole Miss,SEC,0,ranked_matchup,,8.0,CBS
2014,13,2014-11-22 21:00:00+00:00,Alabama,SEC,48,Western Carolina,Southern,14,ranked_matchup,2.0,,SECN
2014,13,2014-11-22 21:30:00+00:00,Oregon,Pac-12,44,Colorado,Pac-12,10,ranked_matchup,3.0,,PAC12
2014,13,2014-11-23 00:00:00+00:00,Auburn,SEC,31,Samford,Southern,7,ranked_matchup,16.0,,ESPNU
2014,13,2014-11-23 00:30:00+00:00,Baylor,Big 12,49,Oklahoma State,Big 12,28,ranked_matchup,6.0,,ESPNRM
2014,13,2014-11-23 00:30:00+00:00,Mississippi State,SEC,51,Vanderbilt,SEC,0,ranked_matchup,4.0,,ESPNRM
2014,13,2014-11-23 00:30:00+00:00,Tennessee,SEC,21,Missouri,SEC,29,ranked_matchup,,19.0,ESPN
2014,13,2014-11-23 01:00:00+00:00,UCLA,Pac-12,38,USC,Pac-12,20,ranked_matchup,11.0,24.0,ABC
2014,14,2014-11-28 00:30:00+00:00,Texas,Big 12,10,TCU,Big 12,48,ranked_matchup,,6.0,FS1
2014,14,2014-11-28 17:00:00+00:00,Marshall,Conference USA,66,Western Kentucky,Conference USA,67,ranked_matchup,19.0,,FS1
2014,14,2014-11-28 19:30:00+00:00,Missouri,SEC,21,Arkansas,SEC,14,ranked_matchup,17.0,,CBS
2014,14,2014-11-28 20:30:00+00:00,Arizona,Pac-12,42,Arizona State,Pac-12,35,ranked_matchup,12.0,13.0,FOX
2014,14,2014-11-28 20:30:00+00:00,UCLA,Pac-12,10,Stanford,Pac-12,31,ranked_matchup,9.0,,ESPN3
2014,14,2014-11-28 20:30:00+00:00,Air Force,Mountain West,27,Colorado State,Mountain West,24,ranked_matchup,,21.0,CBSSN
2014,14,2014-11-29 17:00:00+00:00,Ohio State,Big Ten,42,Michigan,Big Ten,28,ranked_matchup,7.0,,ESPNRM
2014,14,2014-11-29 17:00:00+00:00,Louisville,ACC,44,Kentucky,SEC,40,ranked_matchup,24.0,,ESPN2
2014,14,2014-11-29 17:00:00+00:00,Clemson,ACC,35,South Carolina,SEC,17,ranked_matchup,23.0,,ESPN
2014,14,2014-11-29 17:00:00+00:00,Georgia,SEC,24,Georgia Tech,ACC,30,"ranked_matchup,upset_victory",8.0,16.0,SECN
2014,14,2014-11-29 20:30:00+00:00,Florida State,ACC,24,Florida,SEC,19,ranked_matchup,1.0,,ESPN
2014,14,2014-11-29 20:30:00+00:00,Wisconsin,Big Ten,34,Minnesota,Big Ten,24,ranked_matchup,14.0,22.0,BTN
2014,14,2014-11-29 20:30:00+00:00,Ole Miss,SEC,31,Mississippi State,SEC,17,"ranked_matchup,upset_victory",18.0,4.0,CBS
2014,14,2014-11-29 20:30:00+00:00,Penn State,Big Ten,10,Michigan State,Big Ten,34,ranked_matchup,,10.0,ESPN2
2014,14,2014-11-29 20:30:00+00:00,Texas Tech,Big 12,46,Baylor,Big 12,48,ranked_matchup,,5.0,ESPN3
2014,14,2014-11-29 21:00:00+00:00,Kansas State,Big 12,51,Kansas,Big 12,13,ranked_matchup,11.0,,FS1
2014,14,2014-11-30 00:45:00+00:00,Alabama,SEC,55,Auburn,SEC,44,ranked_matchup,2.0,15.0,ESPN
2014,14,2014-11-30 01:00:00+00:00,Oregon State,Pac-12,19,Oregon,Pac-12,47,ranked_matchup,,3.0,ABC
2014,14,2014-11-30 03:15:00+00:00,Boise State,Mountain West,50,Utah State,Mountain West,19,ranked_matchup,25.0,,ESPN2
2014,15,2014-12-06 02:20:00+00:00,Oregon,Pac-12,51,Arizona,Pac-12,13,ranked_matchup,3.0,8.0,ESPNRM
2014,15,2014-12-06 17:00:00+00:00,TCU,Big 12,55,Iowa State,Big 12,3,ranked_matchup,4.0,,ESPN3
2014,15,2014-12-06 20:30:00+00:00,Oklahoma,Big 12,35,Oklahoma State,Big 12,38,ranked_matchup,18.0,,FS1
2014,15,2014-12-06 21:00:00+00:00,Missouri,SEC,13,Alabama,SEC,42,ranked_matchup,14.0,1.0,CBS
2014,15,2014-12-07 00:45:00+00:00,Baylor,Big 12,38,Kansas State,Big 12,27,ranked_matchup,5.0,9.0,ESPN
2014,15,2014-12-07 01:00:00+00:00,Georgia Tech,ACC,35,Florida State,ACC,37,ranked_matchup,12.0,2.0,ESPN3
2014,15,2014-12-07 01:17:00+00:00,Ohio State,Big Ten,59,Wisconsin,Big Ten,0,ranked_matchup,6.0,11.0,FOX
2014,15,2014-12-07 03:00:00+00:00,Boise State,Mountain West,28,Fresno State,Mountain West,14,ranked_matchup,22.0,,CBS
2014,1,2014-12-20 00:00:00+00:00,University of Mount Union,Ohio,34,Wisconsin-Whitewater,Wisconsin,43,bowl_game,,,ESPNU
2014,1,2014-12-20 01:00:00+00:00,North Dakota State,MVFC,35,Sam Houston,Southland,3,bowl_game,,,ESPN2
2014,1,2014-12-20 16:00:00+00:00,Louisiana,Sun Belt,16,Nevada,Mountain West,3,bowl_game,,,ESPNRM
2014,1,2014-12-20 19:00:00+00:00,New Hampshire,CAA,18,Illinois State,MVFC,21,bowl_game,,,ESPNU
2014,1,2014-12-20 19:20:00+00:00,UTEP,Conference USA,6,Utah State,Mountain West,21,bowl_game,,,ESPNRM
2014,1,2014-12-20 20:30:00+00:00,Colorado State,Mountain West,10,Utah,Pac-12,45,bowl_game,,,ABC
2014,1,2014-12-20 21:00:00+00:00,Minnesota State Mankato,Northern Sun,0,CSU Pueblo,Rocky Mountain,13,bowl_game,,,ESPN2
2014,1,2014-12-20 22:45:00+00:00,Air Force,Mountain West,38,Western Michigan,Mid-American,24,bowl_game,,,ESPNRM
2014,1,2014-12-21 02:15:00+00:00,Bowling Green,Mid-American,33,South Alabama,Sun Belt,28,bowl_game,,,ESPNRM
2014,1,2014-12-22 19:00:00+00:00,Memphis,American Athletic,55,BYU,FBS Independents,48,bowl_game,,,ESPN
2014,1,2014-12-23 23:00:00+00:00,Northern Illinois,Mid-American,23,Marshall,Conference USA,52,bowl_game,,,ESPNRM
2014,1,2014-12-24 02:30:00+00:00,San Diego State,Mountain West,16,Navy,FBS Independents,17,bowl_game,,,ESPNRM
2014,1,2014-12-24 17:00:00+00:00,Western Kentucky,Conference USA,49,Central Michigan,Mid-American,48,bowl_game,,,ESPNRM
2014,1,2014-12-25 01:00:00+00:00,Rice,Conference USA,30,Fresno State,Mountain West,6,bowl_game,,,ESPNRM
2014,1,2014-12-26 18:00:00+00:00,Louisiana Tech,Conference USA,35,Illinois,Big Ten,18,bowl_game,,,ESPN
2014,1,2014-12-26 21:30:00+00:00,North Carolina,ACC,21,Rutgers,Big Ten,40,"bowl_game,ranked_matchup",23.0,,ESPN
2014,1,2014-12-27 01:00:00+00:00,UCF,American Athletic,27,NC State,ACC,34,bowl_game,,,ESPNRM
2014,1,2014-12-27 18:00:00+00:00,Virginia Tech,ACC,33,Cincinnati,American Athletic,17,bowl_game,,,ESPNRM
2014,1,2014-12-27 19:00:00+00:00,Duke,ACC,31,Arizona State,Pac-12,36,"bowl_game,ranked_matchup",,19.0,CBS
2014,1,2014-12-27 20:30:00+00:00,South Carolina,SEC,24,Miami,ACC,21,"bowl_game,ranked_matchup",9.0,,ABC
2014,1,2014-12-27 21:30:00+00:00,Penn State,Big Ten,31,Boston College,ACC,30,bowl_game,,,ESPNRM
2014,1,2014-12-28 01:00:00+00:00,USC,Pac-12,45,Nebraska,Big Ten,42,"bowl_game,ranked_matchup",15.0,22.0,ESPNRM
2014,1,2014-12-29 19:00:00+00:00,West Virginia,Big 12,37,Texas A&M,SEC,45,"bowl_game,ranked_matchup",,21.0,ESPNRM
2014,1,2014-12-29 22:30:00+00:00,Clemson,ACC,40,Oklahoma,Big 12,6,"bowl_game,ranked_matchup,upset_victory",16.0,4.0,ESPNRM
2014,1,2014-12-30 02:00:00+00:00,Texas,Big 12,7,Arkansas,SEC,31,bowl_game,,,ESPNRM
2014,1,2014-12-30 20:00:00+00:00,LSU,SEC,28,Notre Dame,FBS Independents,31,"bowl_game,ranked_matchup,upset_victory",13.0,17.0,ESPNRM
2014,1,2014-12-30 23:30:00+00:00,Louisville,ACC,14,Georgia,SEC,37,"bowl_game,ranked_matchup",,12.0,ESPNRM
2014,1,2014-12-31 03:00:00+00:00,Stanford,Pac-12,45,Maryland,Big Ten,21,"bowl_game,ranked_matchup",11.0,,ESPNRM
2014,1,2014-12-31 17:30:00+00:00,TCU,Big 12,42,Ole Miss,SEC,3,"bowl_game,ranked_matchup",,18.0,ESPNRM
2014,1,2014-12-31 21:00:00+00:00,Arizona,Pac-12,30,Boise State,Mountain West,38,bowl_game,,,ESPNRM
2014,1,2015-01-01 01:00:00+00:00,Georgia Tech,ACC,49,Mississippi State,SEC,34,bowl_game,,,ESPNRM
2014,1,2015-01-01 17:00:00+00:00,Wisconsin,Big Ten,34,Auburn,SEC,31,"bowl_game,ranked_matchup,upset_victory",14.0,6.0,ESPN3
2014,1,2015-01-01 17:30:00+00:00,Baylor,Big 12,41,Michigan State,Big Ten,42,"bowl_game,ranked_matchup",10.0,8.0,ESPN3
2014,1,2015-01-01 18:00:00+00:00,Minnesota,Big Ten,17,Missouri,SEC,33,"bowl_game,ranked_matchup",,24.0,ESPNRM
2014,1,2015-01-01 22:10:00+00:00,Florida State,ACC,20,Oregon,Pac-12,59,"bowl_game,ranked_matchup,upset_victory",1.0,3.0,ESPN3
2014,1,2015-01-02 02:00:00+00:00,Ohio State,Big Ten,42,Alabama,SEC,35,"bowl_game,ranked_matchup,upset_victory",5.0,2.0,ESPN3
2014,1,2015-01-02 17:00:00+00:00,Pittsburgh,ACC,34,Houston,American Athletic,35,bowl_game,,,ESPN3
2014,1,2015-01-02 20:20:00+00:00,Tennessee,SEC,45,Iowa,Big Ten,28,bowl_game,,,ESPN3
2014,1,2015-01-02 23:45:00+00:00,UCLA,Pac-12,40,Kansas State,Big 12,35,"bowl_game,ranked_matchup",7.0,20.0,ESPN3
2014,1,2015-01-03 03:25:00+00:00,Oklahoma State,Big 12,30,Washington,Pac-12,22,"bowl_game,ranked_matchup",,25.0,ESPN3
2014,1,2015-01-03 17:00:00+00:00,Florida,SEC,28,East Carolina,American Athletic,20,bowl_game,,,ESPNRM
2014,1,2015-01-05 02:00:00+00:00,Arkansas State,Sun Belt,44,Toledo,Mid-American,63,bowl_game,,,ESPN3
2014,1,2015-01-10 18:00:00+00:00,Illinois State,MVFC,27,North Dakota State,MVFC,29,bowl_game,,,ESPN2
2014,1,2015-01-13 01:30:00+00:00,Ohio State,Big Ten,42,Oregon,Pac-12,20,"bowl_game,ranked_matchup,upset_victory",5.0,3.0,ESPNRM
2015,1,2015-09-03 23:30:00+00:00,Georgia Tech,ACC,69,Alcorn State,SWAC,6,ranked_matchup,16.0,,ESPN3
2015,1,2015-09-04 01:00:00+00:00,Minnesota,Big Ten,17,TCU,Big 12,23,ranked_matchup,,2.0,ESPN
2015,1,2015-09-04 02:00:00+00:00,Arizona,Pac-12,42,UTSA,Conference USA,32,ranked_matchup,22.0,,PAC12
2015,1,2015-09-04 23:00:00+00:00,Western Michigan,Mid-American,24,Michigan State,Big Ten,37,ranked_matchup,,5.0,ESPNU
2015,1,2015-09-04 23:00:00+00:00,SMU,American Athletic,21,Baylor,Big 12,56,ranked_matchup,,4.0,ESPN
2015,1,2015-09-05 02:26:00+00:00,Boise State,Mountain West,16,Washington,Pac-12,13,ranked_matchup,23.0,,ESPN
2015,1,2015-09-05 16:00:00+00:00,Northwestern,Big Ten,16,Stanford,Pac-12,6,ranked_matchup,,21.0,ESPN
2015,1,2015-09-05 16:00:00+00:00,Ole Miss,SEC,76,UT Martin,OVC,3,ranked_matchup,17.0,,SECN
2015,1,2015-09-05 16:00:00+00:00,Georgia,SEC,51,UL Monroe,Sun Belt,14,ranked_matchup,9.0,,SECN
2015,1,2015-09-05 16:30:00+00:00,Clemson,ACC,49,Wofford,Southern,10,ranked_matchup,12.0,,ESPN3
2015,1,2015-09-05 19:30:00+00:00,Arkansas,SEC,48,UTEP,Conference USA,13,ranked_matchup,18.0,,ESPNU
2015,1,2015-09-05 19:30:00+00:00,Auburn,SEC,31,Louisville,ACC,24,ranked_matchup,6.0,,ESPNRM
2015,1,2015-09-05 19:30:00+00:00,UCLA,Pac-12,34,Virginia,ACC,16,ranked_matchup,13.0,,FOX
2015,1,2015-09-05 20:00:00+00:00,Missouri,SEC,34,Southeast Missouri State,OVC,3,ranked_matchup,24.0,,SECN
2015,1,2015-09-05 20:00:00+00:00,Tennessee,SEC,59,Bowling Green,Mid-American,30,ranked_matchup,25.0,,SECN
2015,1,2015-09-05 23:00:00+00:00,Texas A&M,SEC,38,Arizona State,Pac-12,17,ranked_matchup,,15.0,ESPN
2015,1,2015-09-05 23:00:00+00:00,Oklahoma,Big 12,41,Akron,Mid-American,3,ranked_matchup,19.0,,
2015,1,2015-09-05 23:30:00+00:00,Notre Dame,FBS Independents,38,Texas,Big 12,3,ranked_matchup,11.0,,NBC
2015,1,2015-09-06 00:00:00+00:00,Oregon,Pac-12,61,Eastern Washington,Big Sky,42,ranked_matchup,7.0,,PAC12
2015,1,2015-09-06 00:00:00+00:00,Alabama,SEC,35,Wisconsin,Big Ten,17,ranked_matchup,3.0,20.0,ABC
2015,1,2015-09-06 01:03:00+00:00,Florida State,ACC,59,Texas State,Sun Belt,16,ranked_matchup,10.0,,ESPNN
2015,1,2015-09-06 03:00:00+00:00,USC,Pac-12,55,Arkansas State,Sun Belt,6,ranked_matchup,8.0,,ESPNRM
2015,1,2015-09-08 00:00:00+00:00,Virginia Tech,ACC,24,Ohio State,Big Ten,42,ranked_matchup,,1.0,ESPN
2015,2,2015-09-12 01:00:00+00:00,Utah,Pac-12,24,Utah State,Mountain West,14,ranked_matchup,24.0,,ESPN2
2015,2,2015-09-12 15:30:00+00:00,Florida State,ACC,34,South Florida,American Athletic,14,ranked_matchup,11.0,,ESPN
2015,2,2015-09-12 16:00:00+00:00,Auburn,SEC,27,Jacksonville State,OVC,20,ranked_matchup,6.0,,SECN
2015,2,2015-09-12 16:30:00+00:00,Clemson,ACC,41,App State,Sun Belt,10,ranked_matchup,12.0,,ESPN3
2015,2,2015-09-12 19:30:00+00:00,Vanderbilt,SEC,14,Georgia,SEC,31,ranked_matchup,,10.0,CBS
2015,2,2015-09-12 19:30:00+00:00,Ole Miss,SEC,73,Fresno State,Mountain West,21,ranked_matchup,17.0,,ESPN2
2015,2,2015-09-12 19:30:00+00:00,Ohio State,Big Ten,38,Hawai'i,Mountain West,0,ranked_matchup,1.0,,BTN
2015,2,2015-09-12 19:30:00+00:00,Georgia Tech,ACC,65,Tulane,American Athletic,10,ranked_matchup,15.0,,ESPN3
2015,2,2015-09-12 19:30:00+00:00,Virginia,ACC,27,Notre Dame,FBS Independents,34,ranked_matchup,,9.0,ABC
2015,2,2015-09-12 19:30:00+00:00,TCU,Big 12,70,Stephen F. Austin,Southland,7,ranked_matchup,3.0,,FS1
2015,2,2015-09-12 20:00:00+00:00,Alabama,SEC,37,Middle Tennessee,Conference USA,10,ranked_matchup,2.0,,SECN
2015,2,2015-09-12 20:00:00+00:00,Arkansas,SEC,12,Toledo,Mid-American,16,ranked_matchup,18.0,,SECN+
2015,2,2015-09-12 22:00:00+00:00,Tennessee,SEC,24,Oklahoma,Big 12,31,ranked_matchup,23.0,19.0,ESPN
2015,2,2015-09-12 23:00:00+00:00,Nevada,Mountain West,20,Arizona,Pac-12,44,ranked_matchup,,22.0,CBSSN
2015,2,2015-09-12 23:00:00+00:00,Texas A&M,SEC,56,Ball State,Mid-American,23,ranked_matchup,16.0,,ESPNU
2015,2,2015-09-12 23:00:00+00:00,Arkansas State,Sun Belt,20,Missouri,SEC,27,ranked_matchup,,21.0,ESPN3
2015,2,2015-09-12 23:30:00+00:00,Baylor,Big 12,66,Lamar,Southland,31,ranked_matchup,4.0,,FSN
2015,2,2015-09-13 00:00:00+00:00,Michigan State,Big Ten,31,Oregon,Pac-12,28,ranked_matchup,5.0,7.0,ABC
2015,2,2015-09-13 00:00:00+00:00,USC,Pac-12,59,Idaho,Sun Belt,9,ranked_matchup,8.0,,PAC12
2015,2,2015-09-13 01:15:00+00:00,Mississippi State,SEC,19,LSU,SEC,21,ranked_matchup,25.0,14.0,ESPN
2015,2,2015-09-13 02:15:00+00:00,BYU,FBS Independents,35,Boise State,Mountain West,24,ranked_matchup,,20.0,ESPN2
2015,2,2015-09-13 02:30:00+00:00,UNLV,Mountain West,3,UCLA,Pac-12,37,ranked_matchup,,13.0,CBSSN
2015,3,2015-09-17 23:30:00+00:00,Louisville,ACC,17,Clemson,ACC,20,ranked_matchup,,11.0,ESPNRM
2015,3,2015-09-19 00:00:00+00:00,Boston College,ACC,0,Florida State,ACC,14,ranked_matchup,,9.0,ESPN
2015,3,2015-09-19 16:00:00+00:00,Texas A&M,SEC,44,Nevada,Mountain West,27,ranked_matchup,17.0,,SECN
2015,3,2015-09-19 16:00:00+00:00,Michigan State,Big Ten,35,Air Force,Mountain West,21,ranked_matchup,4.0,,ESPN3
2015,3,2015-09-19 16:00:00+00:00,Missouri,SEC,9,UConn,American Athletic,6,ranked_matchup,22.0,,ESPN
2015,3,2015-09-19 16:00:00+00:00,Oklahoma,Big 12,52,Tulsa,American Athletic,38,ranked_matchup,16.0,,FS1
2015,3,2015-09-19 16:30:00+00:00,Duke,ACC,10,Northwestern,Big Ten,19,ranked_matchup,,23.0,ESPN3
2015,3,2015-09-19 18:00:00+00:00,Oregon,Pac-12,61,Georgia State,Sun Belt,28,ranked_matchup,12.0,,PAC12
2015,3,2015-09-19 19:30:00+00:00,Ohio State,Big Ten,20,Northern Illinois,Mid-American,13,ranked_matchup,1.0,,ESPN3
2015,3,2015-09-19 19:30:00+00:00,LSU,SEC,45,Auburn,SEC,21,ranked_matchup,13.0,18.0,ESPNRM
2015,3,2015-09-19 19:30:00+00:00,Wisconsin,Big Ten,28,Troy,Sun Belt,3,ranked_matchup,24.0,,BTN
2015,3,2015-09-19 19:30:00+00:00,Oklahoma State,Big 12,69,UTSA,Conference USA,14,ranked_matchup,25.0,,FS1
2015,3,2015-09-19 19:30:00+00:00,Notre Dame,FBS Independents,30,Georgia Tech,ACC,22,ranked_matchup,8.0,14.0,NBC
2015,3,2015-09-19 22:00:00+00:00,Georgia,SEC,52,South Carolina,SEC,20,ranked_matchup,7.0,,ESPN
2015,3,2015-09-20 00:00:00+00:00,USC,Pac-12,31,Stanford,Pac-12,41,ranked_matchup,6.0,,ESPN3
2015,3,2015-09-20 00:00:00+00:00,TCU,Big 12,56,SMU,American Athletic,37,ranked_matchup,3.0,,FSN
2015,3,2015-09-20 01:15:00+00:00,Alabama,SEC,37,Ole Miss,SEC,43,"ranked_matchup,upset_victory",2.0,15.0,ESPN
2015,3,2015-09-20 02:30:00+00:00,Fresno State,Mountain West,24,Utah,Pac-12,45,ranked_matchup,,21.0,CBSSN
2015,3,2015-09-20 02:30:00+00:00,UCLA,Pac-12,24,BYU,FBS Independents,23,ranked_matchup,10.0,19.0,FS1
2015,3,2015-09-20 03:00:00+00:00,Arizona,Pac-12,77,Northern Arizona,Big Sky,13,ranked_matchup,20.0,,PAC12
2015,4,2015-09-26 02:00:00+00:00,Oregon State,Pac-12,24,Stanford,Pac-12,42,ranked_matchup,,21.0,FS1
2015,4,2015-09-26 16:00:00+00:00,Syracuse,ACC,24,LSU,SEC,34,ranked_matchup,,8.0,ESPN
2015,4,2015-09-26 16:00:00+00:00,Duke,ACC,34,Georgia Tech,ACC,20,ranked_matchup,,20.0,ESPN2
2015,4,2015-09-26 16:00:00+00:00,Michigan,Big Ten,31,BYU,FBS Independents,0,ranked_matchup,,22.0,ESPN3
2015,4,2015-09-26 16:00:00+00:00,Michigan State,Big Ten,30,Central Michigan,Mid-American,10,ranked_matchup,2.0,,BTN
2015,4,2015-09-26 16:00:00+00:00,Georgia,SEC,48,Southern,SWAC,6,ranked_matchup,7.0,,SECN
2015,4,2015-09-26 19:00:00+00:00,Baylor,Big 12,70,Rice,Conference USA,17,ranked_matchup,5.0,,
2015,4,2015-09-26 19:30:00+00:00,Ohio State,Big Ten,38,Western Michigan,Mid-American,12,ranked_matchup,1.0,,ESPN3
2015,4,2015-09-26 19:30:00+00:00,Notre Dame,FBS Independents,62,Massachusetts,Mid-American,27,ranked_matchup,6.0,,NBC
2015,4,2015-09-26 19:30:00+00:00,Texas,Big 12,27,Oklahoma State,Big 12,30,ranked_matchup,,24.0,ESPN
2015,4,2015-09-26 20:00:00+00:00,Alabama,SEC,34,UL Monroe,Sun Belt,0,ranked_matchup,12.0,,SECN
2015,4,2015-09-26 20:45:00+00:00,Texas Tech,Big 12,52,TCU,Big 12,55,ranked_matchup,,3.0,FOX
2015,4,2015-09-26 23:00:00+00:00,Ole Miss,SEC,27,Vanderbilt,SEC,16,ranked_matchup,3.0,,ESPNU
2015,4,2015-09-26 23:00:00+00:00,Arkansas,SEC,21,Texas A&M,SEC,28,ranked_matchup,,14.0,ESPNRM
2015,4,2015-09-26 23:30:00+00:00,Kentucky,SEC,21,Missouri,SEC,13,ranked_matchup,,25.0,SECN
2015,4,2015-09-27 00:00:00+00:00,Arizona,Pac-12,30,UCLA,Pac-12,56,ranked_matchup,16.0,9.0,ESPN3
2015,4,2015-09-27 00:00:00+00:00,Northwestern,Big Ten,24,Ball State,Mid-American,19,ranked_matchup,17.0,,BTN
2015,4,2015-09-27 00:00:00+00:00,Wisconsin,Big Ten,28,Hawai'i,Mountain West,0,ranked_matchup,22.0,,BTN
2015,4,2015-09-27 00:30:00+00:00,Oregon,Pac-12,20,Utah,Pac-12,62,"ranked_matchup,upset_victory",13.0,18.0,FOX
2015,4,2015-09-27 02:30:00+00:00,Arizona State,Pac-12,14,USC,Pac-12,42,ranked_matchup,,19.0,ESPN
2015,5,2015-10-03 16:00:00+00:00,Michigan State,Big Ten,24,Purdue,Big Ten,21,ranked_matchup,2.0,,ESPN2
2015,5,2015-10-03 16:00:00+00:00,Maryland,Big Ten,0,Michigan,Big Ten,28,ranked_matchup,,22.0,BTN
2015,5,2015-10-03 16:00:00+00:00,Wisconsin,Big Ten,6,Iowa,Big Ten,10,ranked_matchup,19.0,,ESPN
