year,team,conference,division,total_games,total_wins,total_losses,conference_games,conference_wins,conference_losses,home_games,home_wins,home_losses,away_games,away_wins,away_losses,expected_wins
2010,LSU,SEC,West,13,11,2,8,6,2,7,7,0,4,2,2,7.865392289156096
2010,South Carolina,SEC,East,14,9,5,9,5,4,7,6,1,5,3,2,9.020141520709645
2010,Oregon State,Pac-10,,12,5,7,10,4,6,6,4,2,5,1,4,4.564677470704627
2010,Ole Miss,SEC,West,12,4,8,8,1,7,7,3,4,5,1,4,5.683113679693572
2010,Navy,FBS Independents,,13,9,4,0,0,0,5,4,1,5,3,2,7.013867363296968
2010,Miami (OH),Mid-American,East,14,10,4,9,8,1,5,4,1,7,4,3,7.344020657667105
2010,California,Pac-10,,12,5,7,9,3,6,7,4,3,5,1,4,5.201486103667858
2010,Florida,SEC,East,13,8,5,8,4,4,7,4,3,4,2,2,7.632704449701576
2010,Tulsa,Conference USA,West,13,10,3,8,6,2,6,6,0,6,3,3,8.773154463805254
2010,Boston College,ACC,Atlantic,13,7,6,8,4,4,7,4,3,5,3,2,6.022134360239942
2010,Miami,ACC,Coastal,13,7,6,8,5,3,6,3,3,6,4,2,7.7425773273324765
2010,Utah,Mountain West,,13,10,3,8,7,1,6,5,1,6,5,1,7.2805585489045885
2010,Arkansas State,Sun Belt,East,12,4,8,8,4,4,5,3,2,7,1,6,4.739250024766573
2010,UTEP,Conference USA,West,13,6,7,8,3,5,6,5,1,6,1,5,4.818493446573776
2010,Arizona State,Pac-10,,12,6,6,10,4,6,6,4,2,6,2,4,7.948747030598789
2010,Oregon,Pac-10,,13,12,1,10,10,0,6,6,0,6,6,0,9.306341897729634
2010,Tulane,Conference USA,West,12,4,8,8,2,6,6,1,5,5,2,3,5.743424872151418
2010,Oklahoma,Big 12,South,14,12,2,9,7,2,6,6,0,5,3,2,8.194309175885573
2010,Virginia,ACC,Coastal,12,4,8,8,1,7,7,4,3,5,0,5,6.06219841622359
2010,New Mexico State,Western Athletic,,12,2,10,8,1,7,6,2,4,6,0,6,2.830141804143828
2010,West Virginia,Big East,,13,9,4,7,5,2,7,6,1,5,3,2,10.20950880691635
2010,UL Monroe,Sun Belt,East,12,5,7,8,4,4,5,4,1,6,1,5,4.7973272715838755
2010,Iowa State,Big 12,North,12,5,7,8,3,5,7,4,3,4,1,3,5.593195465057506
2010,Buffalo,Mid-American,East,12,2,10,8,1,7,6,1,5,6,1,5,4.799131984541056
2010,Florida International,Sun Belt,,13,7,6,8,6,2,5,3,2,7,3,4,4.857302488499182
2010,Pittsburgh,Big East,,13,8,5,7,5,2,6,4,2,6,3,3,8.093809921504555
2010,Texas,Big 12,South,12,5,7,8,2,6,7,2,5,3,2,1,7.772425748601115
2010,Stanford,Pac-10,,13,12,1,9,8,1,6,6,0,6,5,1,10.069566324314012
2010,Air Force,Mountain West,,13,9,4,8,5,3,6,5,1,6,3,3,8.082355311158674
2010,USC,Pac-10,,13,8,5,10,6,4,6,3,3,7,5,2,6.605079313524861
2010,Bowling Green,Mid-American,East,12,2,10,8,1,7,5,1,4,7,1,6,3.2321402078888517
2010,Michigan State,Big Ten,,13,11,2,8,7,1,7,7,0,4,3,1,7.74790518985258
2010,Washington,Pac-10,,13,7,6,10,5,5,6,3,3,6,3,3,5.73025600121586
2010,Kansas State,Big 12,North,13,7,6,8,3,5,6,4,2,5,2,3,5.261113188634362
2010,Missouri,Big 12,North,13,10,3,8,6,2,6,6,0,4,2,2,8.134512733682653
2010,Hawai'i,Western Athletic,,14,10,4,8,7,1,6,5,1,6,4,2,8.526202374417428
2010,Syracuse,Big East,,13,8,5,7,4,3,6,2,4,6,5,1,7.176710587290219
2010,Georgia Tech,ACC,Coastal,13,6,7,8,4,4,6,4,2,6,2,4,7.830697873178308
2010,Toledo,Mid-American,West,13,8,5,8,7,1,6,4,2,6,4,2,6.667276504947733
2010,Temple,Mid-American,East,12,8,4,8,5,3,6,5,1,6,3,3,6.231868897526473
2011,Auburn,SEC,West,13,8,5,8,4,4,7,6,1,5,1,4,5.590124629367905
2011,UAB,Conference USA,East,12,3,9,8,3,5,5,2,3,7,1,6,2.972667292821754
2011,Arkansas,SEC,West,13,11,2,8,6,2,7,7,0,4,2,2,9.008454994348707
2011,Arizona State,Pac-12,South,13,6,7,9,4,5,7,5,2,5,1,4,6.569051984979587
2011,Arizona,Pac-12,South,12,4,8,9,2,7,6,3,3,6,1,5,5.839625450046994
2011,San Diego State,Mountain West,,13,8,5,7,4,3,6,3,3,5,4,1,6.725950483279792
2011,San José State,Western Athletic,,12,5,7,7,3,4,5,3,2,7,2,5,4.444998276346442
2011,Stanford,Pac-12,North,13,11,2,9,8,1,7,6,1,5,5,0,9.093703426839157
2011,California,Pac-12,North,13,7,6,10,5,5,5,4,1,6,2,4,7.036116452051836
2011,UCLA,Pac-12,South,14,6,8,10,5,5,6,5,1,7,1,6,6.343754539682354
2011,USC,Pac-12,South,12,10,2,9,7,2,7,6,1,5,4,1,7.535613863992854
2011,Colorado State,Mountain West,,12,3,9,7,1,6,5,0,5,5,2,3,5.097031608855562
2011,Colorado,Pac-12,South,13,3,10,10,2,8,5,1,4,7,1,6,4.521073940297877
2011,UConn,Big East,,12,5,7,7,3,4,7,4,3,5,1,4,5.272468671902353
2011,Florida State,ACC,Atlantic,13,9,4,8,5,3,7,5,2,5,3,2,9.007202791533057
2011,Florida,SEC,East,13,7,6,8,3,5,7,5,2,4,1,3,7.611982908170353
2011,South Florida,Big East,,12,5,7,7,1,6,7,3,4,5,2,3,6.761536425229515
2011,Georgia Tech,ACC,Coastal,13,8,5,8,5,3,7,5,2,5,3,2,8.557809129028012
2011,Georgia,SEC,East,14,10,4,9,7,2,7,5,2,4,4,0,9.432648058355266
2011,Hawai'i,Western Athletic,,13,6,7,7,3,4,6,3,3,6,2,4,5.984885968841057
2011,Iowa State,Big 12,,13,6,7,9,3,6,6,4,2,6,2,4,4.909948316053814
2011,Boise State,Mountain West,,13,12,1,7,6,1,6,5,1,6,6,0,9.44960669920934
2011,Idaho,Western Athletic,,12,2,10,7,1,6,6,1,5,6,1,5,4.106377788462206
2011,Northwestern,Big Ten,Legends,13,6,7,8,3,5,6,3,3,6,3,3,5.566530024171851
2011,Indiana,Big Ten,Leaders,12,1,11,8,0,8,6,1,5,5,0,5,4.461091563606234
2011,Notre Dame,FBS Independents,,13,8,5,0,0,0,6,4,2,5,3,2,8.41122554453215
2011,Kentucky,SEC,East,12,5,7,8,2,6,7,4,3,4,0,4,4.12258295881076
2011,Louisville,Big East,,13,7,6,7,5,2,6,3,3,6,4,2,7.446188798524183
2011,Western Kentucky,Sun Belt,,12,7,5,8,7,1,6,3,3,5,4,1,7.5226868124677315
2011,LSU,SEC,West,14,13,1,10,9,1,6,6,0,5,5,0,9.91813402746398
2011,Boston College,ACC,Atlantic,12,4,8,8,3,5,6,2,4,6,2,4,4.70491129634812
2011,Maryland,ACC,Atlantic,12,2,10,8,1,7,7,2,5,4,0,4,4.147237656505282
2011,Michigan State,Big Ten,Legends,14,11,3,9,7,2,7,7,0,5,3,2,9.54530771904333
2011,Michigan,Big Ten,Legends,13,11,2,8,6,2,8,8,0,4,2,2,8.242692531239173
2011,Minnesota,Big Ten,Legends,12,3,9,8,2,6,7,3,4,5,0,5,4.34724792198552
2011,Missouri,Big 12,,13,8,5,9,5,4,6,5,1,5,1,4,8.012991261946677
2011,Ole Miss,SEC,West,12,2,10,8,0,8,7,1,6,5,1,4,3.3077815256205523
2011,Duke,ACC,Coastal,12,3,9,8,1,7,7,1,6,5,2,3,4.842901921351564
2011,East Carolina,Conference USA,East,12,5,7,8,4,4,6,3,3,5,2,3,4.88693882333008
2011,NC State,ACC,Atlantic,13,8,5,8,4,4,7,6,1,5,1,4,7.233169385420977
2011,North Carolina,ACC,Coastal,13,7,6,8,3,5,7,6,1,5,1,4,7.44281798289687
2011,Wake Forest,ACC,Atlantic,13,6,7,8,5,3,7,4,3,5,2,3,7.362673479612844
2011,Nebraska,Big Ten,Legends,13,9,4,8,5,3,7,6,1,5,3,2,7.499442733907247
2011,Rutgers,Big East,,13,9,4,7,4,3,6,5,1,4,1,3,7.588707068862206
2011,New Mexico State,Western Athletic,,13,4,9,7,2,5,6,2,4,7,2,5,5.566561902663238
2011,New Mexico,Mountain West,,12,1,11,7,1,6,6,1,5,6,0,6,4.198765192843388
2011,Syracuse,Big East,,12,5,7,7,1,6,7,4,3,5,1,4,5.955225581347378
2011,Bowling Green,Mid-American,East,12,5,7,8,3,5,6,2,4,6,3,3,5.895721284922522
2011,Miami (OH),Mid-American,East,12,4,8,8,3,5,6,3,3,6,1,5,6.385570589321093
2011,Ohio State,Big Ten,Leaders,13,6,7,8,3,5,7,5,2,5,1,4,7.085329656960193
2011,Ohio,Mid-American,East,14,10,4,9,6,3,6,5,1,6,4,2,7.545944969465442
2011,Oklahoma State,Big 12,,13,12,1,9,8,1,6,6,0,6,5,1,8.303055971213572
2011,Oklahoma,Big 12,,13,10,3,9,6,3,6,5,1,5,3,2,9.813298282437083
2011,Tulsa,Conference USA,West,13,8,5,8,7,1,6,4,2,6,4,2,6.646896454114539
2011,Oregon State,Pac-12,North,12,3,9,9,3,6,6,2,4,6,1,5,5.564931597394642
2011,Penn State,Big Ten,Leaders,13,9,4,8,6,2,7,5,2,5,4,1,7.22480015127199
2011,Temple,Mid-American,East,13,9,4,8,5,3,7,5,2,5,3,2,8.054603713361848
2011,Pittsburgh,Big East,,13,6,7,7,4,3,8,5,3,4,1,3,7.573321240008349
2011,Clemson,ACC,Atlantic,14,10,4,9,7,2,7,7,0,5,2,3,8.268442209218321
2011,Memphis,Conference USA,East,12,2,10,8,1,7,6,1,5,6,1,5,2.5281346438563572
2011,Vanderbilt,SEC,East,13,6,7,8,2,6,7,5,2,5,1,4,6.687902388155699
2011,Baylor,Big 12,,13,10,3,9,6,3,6,6,0,4,1,3,9.076354267852754
2011,Rice,Conference USA,West,12,4,8,8,3,5,5,4,1,7,0,7,4.919837272667398
2011,Texas A&M,Big 12,,13,7,6,9,4,5,7,4,3,4,2,2,7.903216344047714
2011,Houston,Conference USA,West,14,13,1,9,8,1,6,5,1,6,6,0,10.314146640416439
2011,North Texas,Sun Belt,,12,5,7,8,4,4,6,4,2,6,1,5,4.203785760778176
2011,Texas,Big 12,,13,8,5,9,4,5,6,4,2,5,3,2,7.749845631902031
2011,BYU,FBS Independents,,13,10,3,0,0,0,7,6,1,4,3,1,9.129017598314352
2011,Utah,Pac-12,South,13,8,5,9,4,5,6,3,3,6,4,2,5.403338682751044
2011,Virginia,ACC,Coastal,13,8,5,8,5,3,7,4,3,5,4,1,6.842612116042986
2011,Virginia Tech,ACC,Coastal,14,11,3,9,7,2,6,5,1,6,6,0,9.070770912557
2011,Washington,Pac-12,North,13,7,6,9,5,4,7,6,1,5,1,4,5.643385202585957
2011,Washington State,Pac-12,North,12,4,8,9,2,7,6,3,3,6,1,5,5.0676775450630185
2011,Wisconsin,Big Ten,Leaders,14,11,3,9,7,2,7,7,0,4,2,2,9.650979398751655
2011,Marshall,Conference USA,East,13,7,6,8,5,3,5,4,1,7,2,5,4.440807907442409
2011,West Virginia,Big East,,13,10,3,7,5,2,7,5,2,5,4,1,8.762441267070727
2011,Fresno State,Western Athletic,,13,4,9,7,3,4,6,2,4,7,2,5,6.315698797575986
2011,Louisiana,Sun Belt,East,13,9,4,8,6,2,5,5,0,7,3,4,7.28589581536742
2011,Utah State,Western Athletic,,13,7,6,7,5,2,6,4,2,6,3,3,7.457785826602856
2011,Alabama,SEC,West,13,12,1,9,8,1,7,6,1,5,5,0,11.00610629217563
2011,Mississippi State,SEC,West,13,7,6,8,2,6,6,3,3,6,3,3,5.907772859775799
2011,Army,FBS Independents,,12,3,9,0,0,0,4,3,1,6,0,6,5.585959523957057
2011,Illinois,Big Ten,Leaders,13,7,6,8,2,6,8,5,3,4,1,3,7.8745121072632465
2011,Air Force,Mountain West,,13,7,6,7,3,4,7,4,3,5,3,2,7.479387776699607
2011,Akron,Mid-American,East,12,1,11,8,0,8,6,1,5,6,0,6,2.784039436092536
2011,Arkansas State,Sun Belt,East,13,10,3,8,8,0,6,6,0,6,4,2,8.116320659618683
2011,Ball State,Mid-American,West,12,6,6,8,4,4,5,3,2,6,2,4,4.859713776706438
2011,Buffalo,Mid-American,East,12,3,9,8,2,6,6,3,3,6,0,6,4.676246932742834
2011,UCF,Conference USA,East,12,5,7,8,3,5,6,5,1,6,0,6,7.485270003488422
2011,Central Michigan,Mid-American,West,12,3,9,8,2,6,5,2,3,7,1,6,4.7200045259077195
2011,Cincinnati,Big East,,13,10,3,7,5,2,6,5,1,6,4,2,6.680071770615392
2011,Eastern Michigan,Mid-American,West,12,6,6,8,4,4,6,5,1,6,1,5,6.974643228408385
2011,Florida Atlantic,Sun Belt,,12,1,11,8,0,8,5,1,4,7,0,7,2.406678406496022
2011,Florida International,Sun Belt,,13,8,5,8,5,3,6,4,2,6,4,2,6.674607509427999
2011,Iowa,Big Ten,Legends,13,7,6,8,4,4,7,6,1,5,1,4,7.575425272190953
2011,Kansas,Big 12,,12,2,10,9,0,9,6,2,4,5,0,5,3.752810799644705
2011,Kansas State,Big 12,,13,10,3,9,7,2,7,6,1,5,4,1,6.847315218663085
2011,Kent State,Mid-American,East,12,5,7,8,4,4,6,4,2,6,1,5,5.201279128736747
2011,Louisiana Tech,Western Athletic,,13,8,5,7,6,1,5,3,2,7,5,2,6.110628352598126
2011,Miami,ACC,Coastal,12,6,6,8,3,5,7,4,3,5,2,3,6.621664708513172
2011,Middle Tennessee,Sun Belt,,12,2,10,8,1,7,6,1,5,6,1,5,3.308973864865593
2011,Navy,FBS Independents,,12,5,7,0,0,0,5,2,3,6,2,4,5.727483264422541
2011,UL Monroe,Sun Belt,East,12,4,8,8,3,5,5,2,3,7,2,5,7.2660904606201635
2011,UNLV,Mountain West,,12,2,10,7,1,6,4,2,2,7,0,7,2.148146159964923
2011,Nevada,Western Athletic,,13,7,6,7,5,2,6,5,1,6,2,4,7.5052422837178625
2011,Northern Illinois,Mid-American,West,14,11,3,9,8,1,6,6,0,5,3,2,9.069324539540993
2011,Oregon,Pac-12,North,14,12,2,10,9,1,8,7,1,4,4,0,11.439472813231788
2011,Purdue,Big Ten,Leaders,13,7,6,8,4,4,7,5,2,5,1,4,5.832015205393751
2011,SMU,Conference USA,West,13,8,5,8,5,3,6,5,1,6,2,4,6.0922494274694365
2011,Southern Miss,Conference USA,East,14,12,2,9,7,2,6,6,0,7,5,2,9.439459570585102
2011,South Carolina,SEC,East,13,11,2,8,6,2,7,6,1,4,3,1,9.480034893295011
2011,TCU,Mountain West,,13,11,2,7,7,0,6,5,1,5,4,1,8.783245573195392
2011,Tennessee,SEC,East,12,5,7,8,1,7,8,5,3,4,0,4,5.674243787531071
2011,UTEP,Conference USA,West,12,5,7,8,2,6,6,3,3,6,2,4,5.635530708371108
2011,Texas Tech,Big 12,,12,5,7,9,2,7,6,2,4,5,3,2,5.558943440968834
2011,Toledo,Mid-American,West,13,9,4,8,7,1,6,4,2,6,4,2,7.938868558594128
2011,Troy,Sun Belt,East,12,3,9,8,2,6,5,3,2,7,0,7,3.9544023188653497
2011,Tulane,Conference USA,West,13,2,11,8,1,7,5,0,5,7,1,6,4.714218749134368
2011,Western Michigan,Mid-American,West,13,7,6,8,5,3,5,5,0,7,2,5,6.251105338745467
2011,Wyoming,Mountain West,,13,8,5,7,5,2,6,4,2,6,4,2,5.275986105053762
2012,Kent State,Mid-American,East,14,11,3,9,8,1,5,5,0,7,6,1,7.7003681991581185
2012,Virginia,ACC,Coastal,12,4,8,8,2,6,7,3,4,5,1,4,6.637410453029845
2012,Louisville,Big East,,13,11,2,7,5,2,7,6,1,5,4,1,8.529493496790048
2012,Tulane,Conference USA,West,12,2,10,8,2,6,7,2,5,5,0,5,3.2970731741770165
2012,Buffalo,Mid-American,East,12,4,8,8,3,5,6,3,3,6,1,5,4.310679606757299
2012,Utah State,Western Athletic,,13,11,2,6,6,0,6,6,0,6,4,2,8.11990949996527
2012,Northwestern,Big Ten,Legends,13,10,3,8,5,3,7,6,1,5,3,2,7.636089712190878
2012,New Mexico,Mountain West,,13,4,9,8,1,7,6,2,4,7,2,5,4.034036167254575
2012,Arkansas,SEC,West,12,4,8,8,2,6,7,3,4,4,1,3,6.372462750248135
2012,Ole Miss,SEC,West,13,7,6,8,3,5,7,4,3,5,2,3,7.215597124469338
2012,Mississippi State,SEC,West,13,8,5,8,4,4,7,6,1,5,2,3,5.589765429169599
2012,Hawai'i,Mountain West,,12,3,9,8,1,7,5,2,3,6,0,6,4.984073072370577
2012,Michigan State,Big Ten,Legends,13,7,6,8,3,5,7,2,5,5,4,1,8.178593596482207
2012,Pittsburgh,Big East,,13,6,7,7,3,4,6,4,2,6,2,4,8.440927824230137
2012,SMU,Conference USA,West,13,7,6,8,5,3,7,5,2,5,1,4,6.250021630595118
2012,Washington State,Pac-12,North,12,3,9,9,1,8,6,2,4,6,1,5,4.968696146247797
2012,Nevada,Mountain West,,13,7,6,8,4,4,6,2,4,6,5,1,7.347781987022994
2012,UTSA,Western Athletic,,12,8,4,6,3,3,6,4,2,6,4,2,5.745819233375729
2012,Auburn,SEC,West,12,3,9,8,0,8,7,3,4,4,0,4,4.844401870241267
2012,Memphis,Conference USA,East,12,4,8,8,4,4,6,3,3,6,1,5,6.2641260137250745
2012,Michigan,Big Ten,Legends,13,8,5,8,6,2,6,6,0,5,2,3,7.491553303858009
2012,California,Pac-12,North,12,3,9,9,2,7,7,2,5,5,1,4,5.718732566696665
2012,Utah,Pac-12,South,12,5,7,9,3,6,6,4,2,6,1,5,6.045737350183061
2012,San Diego State,Mountain West,,13,9,4,8,7,1,7,6,1,5,3,2,8.310183801804625
2012,Tennessee,SEC,East,12,5,7,8,1,7,7,4,3,4,0,4,7.396225793729721
2012,Akron,Mid-American,East,12,1,11,8,0,8,6,1,5,6,0,6,4.30507265500118
2012,Arkansas State,Sun Belt,East,13,10,3,8,7,1,6,5,1,6,4,2,7.343867036471355
2012,UNLV,Mountain West,,13,2,11,8,2,6,7,2,5,6,0,6,4.939521546248336
2012,Syracuse,Big East,,13,8,5,7,5,2,5,4,1,6,3,3,8.346656164284159
2012,Cincinnati,Big East,,13,10,3,7,5,2,7,6,1,4,2,2,8.269793004923107
2012,Troy,Sun Belt,East,12,5,7,8,3,5,6,2,4,6,3,3,6.971017112740413
2012,Wyoming,Mountain West,,12,4,8,8,3,5,6,1,5,6,3,3,4.071902411287175
2012,Navy,FBS Independents,,13,8,5,0,0,0,5,4,1,5,3,2,5.00929094374358
2012,UConn,Big East,,12,5,7,7,2,5,6,3,3,6,2,4,5.438037207346144
2012,Oregon State,Pac-12,North,13,9,4,9,6,3,7,6,1,5,3,2,7.680362469585273
2012,UCLA,Pac-12,South,14,9,5,10,6,4,7,5,2,6,4,2,8.652934706398876
2012,Middle Tennessee,Sun Belt,,12,8,4,8,6,2,5,3,2,7,5,2,4.800598228808644
2012,Texas Tech,Big 12,,13,8,5,9,4,5,6,4,2,5,3,2,8.487486250177213
2012,Indiana,Big Ten,Leaders,12,4,8,8,2,6,6,2,4,6,2,4,5.061337958645788
2012,Miami (OH),Mid-American,East,12,4,8,8,3,5,5,3,2,7,1,6,3.048877504912629
2012,West Virginia,Big 12,,13,7,6,9,4,5,7,4,3,4,2,2,7.085675696665039
2012,Florida Atlantic,Sun Belt,,12,3,9,8,2,6,5,2,3,7,1,6,4.667138030859169
2012,BYU,FBS Independents,,13,8,5,0,0,0,6,5,1,6,2,4,7.9594922656481595
2012,Iowa,Big Ten,Legends,12,4,8,8,2,6,7,2,5,4,1,3,5.712998702188916
2012,Army,FBS Independents,,12,2,10,0,0,0,7,2,5,4,0,4,7.454178034307615
2012,Minnesota,Big Ten,Legends,13,6,7,8,2,6,7,4,3,5,2,3,5.422039610278716
2012,Georgia Tech,ACC,Coastal,14,7,7,9,5,4,7,4,3,5,2,3,8.413161226622783
2012,Washington,Pac-12,North,13,7,6,9,5,4,6,5,1,6,2,4,6.332164670088298
2012,Florida State,ACC,Atlantic,14,12,2,9,8,1,7,6,1,5,4,1,11.285361608055645
2012,Temple,Big East,,11,4,7,7,2,5,6,2,4,5,2,3,3.6347508675580578
2012,Virginia Tech,ACC,Coastal,13,7,6,8,4,4,6,5,1,5,1,4,7.076447355278737
2012,South Alabama,Sun Belt,East,13,2,11,8,1,7,5,1,4,7,0,7,4.858301883278986
2012,Arizona,Pac-12,South,13,8,5,9,4,5,8,6,2,4,1,3,8.165474921278136
2012,Air Force,Mountain West,,13,6,7,8,5,3,6,5,1,6,1,5,7.507393463407663
2012,Oklahoma,Big 12,,13,10,3,9,8,1,6,4,2,5,5,0,8.529807940072331
2012,Kentucky,SEC,East,12,2,10,8,0,8,7,2,5,5,0,5,4.677853424580234
2012,East Carolina,Conference USA,East,13,8,5,8,7,1,6,5,1,6,3,3,5.945923202937081
2012,Ball State,Mid-American,West,13,9,4,8,6,2,5,4,1,7,5,2,5.766144258566764
2012,UL Monroe,Sun Belt,East,13,8,5,8,6,2,5,3,2,6,4,2,4.975316723318474
2012,Marshall,Conference USA,East,12,5,7,8,4,4,6,3,3,6,2,4,6.524905628030257
2012,Kansas,Big 12,,12,1,11,9,0,9,6,1,5,6,0,6,4.416495022945843
2012,Fresno State,Mountain West,,13,9,4,8,7,1,6,6,0,6,3,3,9.133077795290703
2012,Idaho,Western Athletic,,12,1,11,6,1,5,5,1,4,7,0,7,4.249779984216275
2012,Nebraska,Big Ten,Legends,14,10,4,9,7,2,7,7,0,5,3,2,9.626563157315097
2012,Louisiana Tech,Western Athletic,,12,9,3,6,4,2,6,4,2,6,5,1,6.307903869123728
2012,Arizona State,Pac-12,South,13,8,5,9,5,4,6,4,2,6,3,3,8.854517656239983
2012,Tulsa,Conference USA,West,14,11,3,9,8,1,7,7,0,6,3,3,8.625918916856921
2012,LSU,SEC,West,13,10,3,8,6,2,8,7,1,4,3,1,8.811100254347384
2012,Eastern Michigan,Mid-American,West,12,2,10,8,1,7,6,1,5,6,1,5,3.734016685085988
2012,Rutgers,Big East,,13,9,4,7,5,2,5,3,2,6,5,1,6.730486439110866
2012,Kansas State,Big 12,,13,11,2,9,8,1,7,7,0,5,4,1,8.497118941483672
2012,Massachusetts,Mid-American,East,12,1,11,8,1,7,5,0,5,7,1,6,1.258414804372562
2012,Oklahoma State,Big 12,,13,8,5,9,5,4,7,6,1,5,1,4,8.38976034791627
2012,Iowa State,Big 12,,13,6,7,9,3,6,7,3,4,5,3,2,5.145565053358567
2012,UTEP,Conference USA,West,12,3,9,8,2,6,6,2,4,6,1,5,3.361680034643173
2012,UCF,Conference USA,East,14,10,4,9,7,2,6,5,1,7,4,3,9.26553267090088
2012,Bowling Green,Mid-American,East,13,8,5,8,6,2,6,5,1,6,3,3,7.3771398517023865
2012,North Carolina,ACC,Coastal,12,8,4,8,5,3,7,6,1,5,2,3,8.373998965756751
2012,UAB,Conference USA,East,12,3,9,8,2,6,5,1,4,6,1,5,4.422908571006741
2012,Colorado State,Mountain West,,12,4,8,8,3,5,5,3,2,5,0,5,4.129600819936693
2012,Notre Dame,FBS Independents,,13,12,1,0,0,0,7,7,0,4,4,0,7.7108006124552535
2012,NC State,ACC,Atlantic,13,7,6,8,4,4,6,5,1,5,2,3,7.0486185522867055
2012,Illinois,Big Ten,Leaders,12,2,10,8,0,8,7,2,5,5,0,5,5.163201275705683
2012,Florida International,Sun Belt,,12,3,9,8,2,6,6,1,5,6,2,4,6.448247315729456
2012,Houston,Conference USA,West,12,5,7,8,4,4,7,4,3,4,0,4,6.961134563077474
2012,Toledo,Mid-American,West,13,9,4,8,6,2,6,5,1,6,4,2,6.329395510440827
2012,Boise State,Mountain West,,13,11,2,8,7,1,6,5,1,6,5,1,7.554284790947038
2012,Vanderbilt,SEC,East,13,9,4,8,5,3,6,4,2,6,4,2,7.6617362620929494
2012,Duke,ACC,Coastal,13,6,7,8,3,5,7,5,2,5,1,4,6.290032361381943
2012,Georgia,SEC,East,14,12,2,9,7,2,7,7,0,4,3,1,9.450771011972849
2012,Stanford,Pac-12,North,14,12,2,10,9,1,7,7,0,6,4,2,9.47249400690937
2012,Alabama,SEC,West,14,13,1,9,8,1,7,6,1,4,4,0,12.086571269181553
2012,South Florida,Big East,,12,3,9,7,1,6,6,2,4,6,1,5,4.42420918770229
2012,USC,Pac-12,South,13,7,6,9,5,4,6,4,2,5,2,3,6.774714804822463
2012,TCU,Big 12,,13,7,6,9,4,5,6,2,4,6,5,1,7.866717370602409
2012,New Mexico State,Western Athletic,,12,1,11,6,0,6,6,1,5,6,0,6,4.0327270926746355
2012,Ohio,Mid-American,East,13,9,4,8,4,4,6,5,1,6,3,3,5.819216015757778
2012,Maryland,ACC,Atlantic,12,4,8,8,2,6,6,2,4,6,2,4,4.408284835594473
2012,Boston College,ACC,Atlantic,12,2,10,8,1,7,6,2,4,6,0,6,4.739576610506928
2012,Florida,SEC,East,13,11,2,8,7,1,7,7,0,4,4,0,7.844315522884748
2012,San José State,Western Athletic,,13,11,2,6,5,1,6,5,1,6,5,1,9.514686475046359
2012,Miami,ACC,Coastal,12,7,5,8,5,3,6,4,2,6,3,3,5.663204176664535
2012,Northern Illinois,Mid-American,West,14,12,2,9,9,0,6,6,0,5,5,0,6.5678675548338
2012,Louisiana,Sun Belt,East,13,9,4,8,6,2,6,5,1,6,3,3,6.8759585755281405
2012,Wisconsin,Big Ten,Leaders,14,8,6,9,5,4,7,5,2,5,2,3,7.80509518468162
2012,Ohio State,Big Ten,Leaders,12,12,0,8,8,0,8,8,0,4,4,0,8.641154055303417
2012,South Carolina,SEC,East,13,11,2,8,6,2,7,7,0,5,3,2,8.853750072581766
2012,Clemson,ACC,Atlantic,13,11,2,8,7,1,7,6,1,4,3,1,9.453340731301875
2012,Purdue,Big Ten,Leaders,13,6,7,8,3,5,7,4,3,5,2,3,5.583819969403645
2012,Wake Forest,ACC,Atlantic,12,5,7,8,3,5,7,4,3,5,1,4,3.413050938585325
2012,Southern Miss,Conference USA,East,12,0,12,8,0,8,6,0,6,6,0,6,4.007844862763842
2012,Colorado,Pac-12,South,12,1,11,9,1,8,6,0,6,5,1,4,1.8854987596157633
2012,Western Kentucky,Sun Belt,,13,7,6,8,4,4,6,3,3,6,4,2,7.51614987949118
2012,Rice,Conference USA,West,13,7,6,8,4,4,5,3,2,6,3,3,5.689749177174721
2012,Baylor,Big 12,,13,8,5,9,4,5,5,4,1,5,1,4,7.188010082487152
2012,Texas State,Western Athletic,,12,4,8,6,2,4,6,3,3,6,1,5,4.216782196654109
2012,Western Michigan,Mid-American,West,12,4,8,8,2,6,6,3,3,6,1,5,6.357414446608201
2012,Texas,Big 12,,13,9,4,9,5,4,6,4,2,5,4,1,7.403033108438534
2012,Penn State,Big Ten,Leaders,12,8,4,8,6,2,7,5,2,5,3,2,8.73917830634619
2012,Central Michigan,Mid-American,West,13,7,6,8,4,4,7,3,4,5,3,2,6.27121507260887
2012,Missouri,SEC,East,12,5,7,8,2,6,7,3,4,5,2,3,5.326989548200758
2012,Oregon,Pac-12,North,13,12,1,9,8,1,7,6,1,5,5,0,8.476184315713128
2012,Texas A&M,SEC,West,13,11,2,8,6,2,6,4,2,6,6,0,9.059749682178653
2012,North Texas,Sun Belt,,12,4,8,8,3,5,5,3,2,7,1,6,3.61527591193482
2013,Clemson,ACC,Atlantic,13,11,2,8,7,1,7,6,1,5,4,1,9.055568258891507
2013,Stanford,Pac-12,North,14,11,3,10,8,2,7,7,0,6,4,2,9.563214781263225
2013,Alabama,SEC,West,13,11,2,8,7,1,7,7,0,4,3,1,10.851609312938697
