year,week,team,conference,elo
2003,11,Akron,Mid-American,1358
2003,11,Alabama,SEC,1702
2003,11,App State,Southern,1391
2003,11,Arizona,Pac-10,1164
2003,11,Arizona State,Pac-10,1548
2003,11,Arkansas,SEC,1712
2003,11,Arkansas State,Sun Belt,855
2003,11,Army,Conference USA,1044
2003,11,Auburn,SEC,1871
2003,11,Ball State,Mid-American,1322
2003,11,Baylor,Big 12,975
2003,11,Boise State,Western Athletic,1937
2003,11,Boston College,Big East,1663
2003,11,Bowling Green,Mid-American,1700
2003,11,Buffalo,Mid-American,1024
2003,11,BYU,Mountain West,1322
2003,11,California,Pac-10,1723
2003,11,Central Michigan,Mid-American,1196
2003,11,Cincinnati,Conference USA,1555
2003,11,Clemson,ACC,1522
2003,11,Colorado,Big 12,1489
2003,11,Colorado State,Mountain West,1686
2003,11,Duke,ACC,1188
2003,11,East Carolina,Conference USA,1197
2003,11,Eastern Michigan,Mid-American,935
2003,11,Florida,SEC,1822
2003,11,Florida Atlantic,FCS Independents,1304
2003,11,Florida International,FCS Independents,1464
2003,11,Florida State,ACC,2033
2003,11,Fresno State,Western Athletic,1364
2003,11,Georgia,SEC,1936
2003,11,Georgia Tech,ACC,1543
2003,11,Hawai'i,Western Athletic,1522
2003,11,Houston,Conference USA,1315
2003,11,Idaho,Sun Belt,1167
2003,11,Illinois,Big Ten,1284
2003,11,Indiana,Big Ten,1138
2003,11,Iowa,Big Ten,1871
2003,11,Iowa State,Big 12,1391
2003,11,James Madison,Atlantic 10,1374
2003,11,Kansas,Big 12,1303
2003,11,Kansas State,Big 12,1978
2003,11,Kent State,Mid-American,1217
2003,11,Kentucky,SEC,1616
2003,11,Liberty,Big South,1031
2003,11,Louisiana,Sun Belt,975
2003,11,Louisiana Tech,Western Athletic,1334
2003,11,Louisville,Conference USA,1622
2003,11,LSU,SEC,1984
2003,11,Marshall,Mid-American,1626
2003,11,Maryland,ACC,1778
2003,11,Massachusetts,Atlantic 10,1404
2003,11,Memphis,Conference USA,1540
2003,11,Miami,Big East,1971
2003,11,Miami (OH),Mid-American,1819
2003,11,Michigan,Big Ten,2008
2003,11,Michigan State,Big Ten,1682
2003,11,Middle Tennessee,Sun Belt,1329
2003,11,Minnesota,Big Ten,1853
2003,11,Mississippi State,SEC,1294
2003,11,Missouri,Big 12,1702
2003,11,Navy,FBS Independents,1424
2003,11,NC State,ACC,1749
2003,11,Nebraska,Big 12,1772
2003,11,Nevada,Western Athletic,1355
2003,11,New Mexico,Mountain West,1676
2003,11,New Mexico State,Sun Belt,1174
2003,11,North Carolina,ACC,1267
2003,11,Northern Illinois,Mid-American,1645
2003,11,North Texas,Sun Belt,1503
2003,11,Northwestern,Big Ten,1314
2003,11,Notre Dame,FBS Independents,1462
2003,11,Ohio,Mid-American,1341
2003,11,Ohio State,Big Ten,1824
2003,11,Oklahoma,Big 12,2284
2003,11,Oklahoma State,Big 12,1745
2003,11,Ole Miss,SEC,1741
2003,11,Oregon,Pac-10,1439
2003,11,Oregon State,Pac-10,1683
2003,11,Penn State,Big Ten,1687
2003,11,Pittsburgh,Big East,1773
2003,11,Purdue,Big Ten,1769
2003,11,Rice,Western Athletic,1181
2003,11,Rutgers,Big East,1360
2003,11,San Diego State,Mountain West,1347
2003,11,San José State,Western Athletic,1080
2003,11,SMU,Western Athletic,994
2003,11,South Carolina,SEC,1585
2003,11,Southern Miss,Conference USA,1584
2003,11,South Florida,Conference USA,1539
2003,11,Stanford,Pac-10,1372
2003,11,Syracuse,Big East,1592
2003,11,TCU,Conference USA,1618
2003,11,Temple,Big East,1310
2003,11,Tennessee,SEC,1697
2003,11,Texas,Big 12,1983
2003,11,Texas A&M,Big 12,1514
2003,11,Texas State,Southland,1096
2003,11,Texas Tech,Big 12,1702
2003,11,Toledo,Mid-American,1527
2003,11,Troy,FBS Independents,1284
2003,11,Tulane,Conference USA,1280
2003,11,Tulsa,Western Athletic,1395
2003,11,UAB,Conference USA,1407
2003,11,UCF,Mid-American,1305
2003,11,UCLA,Pac-10,1618
2003,11,UConn,FBS Independents,1551
2003,11,UL Monroe,Sun Belt,905
2003,11,UNLV,Mountain West,1424
2003,11,USC,Pac-10,2066
2003,11,Utah,Mountain West,1621
2003,11,Utah State,Sun Belt,1351
2003,11,UTEP,Western Athletic,944
2003,11,Vanderbilt,SEC,1255
2003,11,Virginia,ACC,1727
2003,11,Virginia Tech,Big East,1992
2003,11,Wake Forest,ACC,1660
2003,11,Washington,Pac-10,1676
2003,11,Washington State,Pac-10,1797
2003,11,Western Kentucky,MVFC,1304
2003,11,Western Michigan,Mid-American,1308
2003,11,West Virginia,Big East,1720
2003,11,Wisconsin,Big Ten,1618
2003,11,Wyoming,Mountain West,1361
2003,12,Air Force,Mountain West,1618
2003,12,Akron,Mid-American,1370
2003,12,Alabama,SEC,1761
2003,12,App State,Southern,1391
2003,12,Arizona,Pac-10,1193
2003,12,Arizona State,Pac-10,1514
2003,12,Arkansas,SEC,1752
2003,12,Arkansas State,Sun Belt,864
2003,12,Army,Conference USA,1031
2003,12,Auburn,SEC,1856
2003,12,Ball State,Mid-American,1309
2003,12,Baylor,Big 12,925
2003,12,Boise State,Western Athletic,1937
2003,12,Boston College,Big East,1654
2003,12,Bowling Green,Mid-American,1657
2003,12,Buffalo,Mid-American,1009
2003,12,BYU,Mountain West,1322
2003,12,California,Pac-10,1711
2003,12,Central Michigan,Mid-American,1184
2003,12,Cincinnati,Conference USA,1555
2003,12,Clemson,ACC,1611
2003,12,Colorado,Big 12,1503
2003,12,Colorado State,Mountain West,1685
2003,12,Duke,ACC,1292
2003,12,East Carolina,Conference USA,1211
2003,12,Eastern Michigan,Mid-American,963
2003,12,Florida,SEC,1813
2003,12,Florida Atlantic,FCS Independents,1304
2003,12,Florida International,FCS Independents,1299
2003,12,Florida State,ACC,1944
2003,12,Fresno State,Western Athletic,1404
2003,12,Georgia,SEC,1936
2003,12,Georgia Tech,ACC,1439
2003,12,Hawai'i,Western Athletic,1522
2003,12,Houston,Conference USA,1290
2003,12,Idaho,Sun Belt,1158
2003,12,Illinois,Big Ten,1281
2003,12,Indiana,Big Ten,1141
2003,12,Iowa,Big Ten,1837
2003,12,Iowa State,Big 12,1333
2003,12,James Madison,Atlantic 10,1374
2003,12,Kansas,Big 12,1298
2003,12,Kansas State,Big 12,2036
2003,12,Kent State,Mid-American,1232
2003,12,Kentucky,SEC,1616
2003,12,Liberty,Big South,1031
2003,12,Louisiana,Sun Belt,1140
2003,12,Louisiana Tech,Western Athletic,1389
2003,12,Louisville,Conference USA,1621
2003,12,LSU,SEC,1984
2003,12,Marshall,Mid-American,1626
2003,12,Maryland,ACC,1778
2003,12,Massachusetts,Atlantic 10,1404
2003,12,Memphis,Conference USA,1540
2003,12,Miami,Big East,1945
2003,12,Miami (OH),Mid-American,1862
2003,12,Michigan,Big Ten,2008
2003,12,Michigan State,Big Ten,1675
2003,12,Middle Tennessee,Sun Belt,1336
2003,12,Minnesota,Big Ten,1851
2003,12,Mississippi State,SEC,1235
2003,12,Missouri,Big 12,1688
2003,12,Navy,FBS Independents,1424
2003,12,NC State,ACC,1749
2003,12,Nebraska,Big 12,1777
2003,12,Nevada,Western Athletic,1315
2003,12,New Mexico,Mountain West,1677
2003,12,New Mexico State,Sun Belt,1187
2003,12,North Carolina,ACC,1306
2003,12,Northern Illinois,Mid-American,1660
2003,12,North Texas,Sun Belt,1477
2003,12,Northwestern,Big Ten,1361
2003,12,Notre Dame,FBS Independents,1462
2003,12,Ohio,Mid-American,1326
2003,12,Ohio State,Big Ten,1831
2003,12,Oklahoma,Big 12,2418
2003,12,Oklahoma State,Big 12,1662
2003,12,Ole Miss,SEC,1756
2003,12,Oregon,Pac-10,1451
2003,12,Oregon State,Pac-10,1683
2003,12,Penn State,Big Ten,1640
2003,12,Pittsburgh,Big East,1777
2003,12,Purdue,Big Ten,1803
2003,12,Rice,Western Athletic,1189
2003,12,Rutgers,Big East,1361
2003,12,San Diego State,Mountain West,1366
2003,12,San José State,Western Athletic,1140
2003,12,SMU,Western Athletic,939
2003,12,South Carolina,SEC,1545
2003,12,Southern Miss,Conference USA,1609
2003,12,South Florida,Conference USA,1525
2003,12,Stanford,Pac-10,1406
2003,12,Syracuse,Big East,1622
2003,12,TCU,Conference USA,1619
2003,12,Temple,Big East,1280
2003,12,Tennessee,SEC,1723
2003,12,Texas,Big 12,2066
2003,12,Texas A&M,Big 12,1380
2003,12,Texas State,Southland,1096
2003,12,Texas Tech,Big 12,1752
2003,12,Toledo,Mid-American,1527
2003,12,Troy,FBS Independents,1277
2003,12,Tulane,Conference USA,1325
2003,12,Tulsa,Western Athletic,1387
2003,12,UAB,Conference USA,1362
2003,12,UCF,Mid-American,1277
2003,12,UCLA,Pac-10,1595
2003,12,UConn,FBS Independents,1550
2003,12,UL Monroe,Sun Belt,931
2003,12,UNLV,Mountain West,1405
2003,12,USC,Pac-10,2066
2003,12,Utah,Mountain West,1621
2003,12,Utah State,Sun Belt,1338
2003,12,UTEP,Western Athletic,884
2003,12,Vanderbilt,SEC,1264
2003,12,Virginia,ACC,1727
2003,12,Virginia Tech,Big East,1988
2003,12,Wake Forest,ACC,1621
2003,12,Washington,Pac-10,1647
2003,12,Washington State,Pac-10,1820
2003,12,Western Kentucky,MVFC,1304
2003,12,Western Michigan,Mid-American,1321
2003,12,West Virginia,Big East,1729
2003,12,Wisconsin,Big Ten,1620
2003,12,Wyoming,Mountain West,1361
2003,13,Air Force,Mountain West,1600
2003,13,Akron,Mid-American,1377
2003,13,Alabama,SEC,1723
2003,13,App State,Southern,1391
2003,13,Arizona,Pac-10,1167
2003,13,Arizona State,Pac-10,1509
2003,13,Arkansas,SEC,1764
2003,13,Arkansas State,Sun Belt,813
2003,13,Army,Conference USA,1008
2003,13,Auburn,SEC,1821
2003,13,Ball State,Mid-American,1206
2003,13,Baylor,Big 12,971
2003,13,Boise State,Western Athletic,1911
2003,13,Boston College,Big East,1651
2003,13,Bowling Green,Mid-American,1645
2003,13,Buffalo,Mid-American,1009
2003,13,BYU,Mountain West,1292
2003,13,California,Pac-10,1845
2003,13,Central Michigan,Mid-American,1142
2003,13,Cincinnati,Conference USA,1472
2003,13,Clemson,ACC,1663
2003,13,Colorado,Big 12,1579
2003,13,Colorado State,Mountain West,1689
2003,13,Duke,ACC,1240
2003,13,East Carolina,Conference USA,1211
2003,13,Eastern Michigan,Mid-American,1066
2003,13,Florida,SEC,1802
2003,13,Florida Atlantic,FCS Independents,1304
2003,13,Florida International,FCS Independents,1299
2003,13,Florida State,ACC,1942
2003,13,Fresno State,Western Athletic,1465
2003,13,Georgia,SEC,1971
2003,13,Georgia Tech,ACC,1464
2003,13,Hawai'i,Western Athletic,1489
2003,13,Houston,Conference USA,1313
2003,13,Idaho,Sun Belt,1240
2003,13,Illinois,Big Ten,1281
2003,13,Indiana,Big Ten,1074
2003,13,Iowa,Big Ten,1879
2003,13,Iowa State,Big 12,1257
2003,13,James Madison,Atlantic 10,1374
2003,13,Kansas,Big 12,1279
2003,13,Kansas State,Big 12,2085
2003,13,Kent State,Mid-American,1244
2003,13,Kentucky,SEC,1566
2003,13,Liberty,Big South,1031
2003,13,Louisiana,Sun Belt,1166
2003,13,Louisiana Tech,Western Athletic,1308
2003,13,Louisville,Conference USA,1526
2003,13,LSU,SEC,2022
2003,13,Marshall,Mid-American,1545
2003,13,Maryland,ACC,1791
2003,13,Massachusetts,Atlantic 10,1404
2003,13,Memphis,Conference USA,1635
2003,13,Miami,Big East,1938
2003,13,Miami (OH),Mid-American,1943
2003,13,Michigan,Big Ten,2020
2003,13,Michigan State,Big Ten,1569
2003,13,Middle Tennessee,Sun Belt,1310
2003,13,Minnesota,Big Ten,1809
2003,13,Mississippi State,SEC,1188
2003,13,Missouri,Big 12,1712
2003,13,Navy,FBS Independents,1424
2003,13,NC State,ACC,1751
2003,13,Nebraska,Big 12,1728
2003,13,Nevada,Western Athletic,1348
2003,13,New Mexico,Mountain West,1695
2003,13,New Mexico State,Sun Belt,1175
2003,13,North Carolina,ACC,1281
2003,13,Northern Illinois,Mid-American,1602
2003,13,North Texas,Sun Belt,1528
2003,13,Northwestern,Big Ten,1349
2003,13,Notre Dame,FBS Independents,1492
2003,13,Ohio,Mid-American,1319
2003,13,Ohio State,Big Ten,1832
2003,13,Oklahoma,Big 12,2372
2003,13,Oklahoma State,Big 12,1681
2003,13,Ole Miss,SEC,1756
2003,13,Oregon,Pac-10,1511
2003,13,Oregon State,Pac-10,1762
2003,13,Penn State,Big Ten,1707
2003,13,Pittsburgh,Big East,1722
2003,13,Purdue,Big Ten,1802
2003,13,Rice,Western Athletic,1215
2003,13,Rutgers,Big East,1364
2003,13,San Diego State,Mountain West,1362
2003,13,San José State,Western Athletic,1079
2003,13,SMU,Western Athletic,913
2003,13,South Carolina,SEC,1556
2003,13,Southern Miss,Conference USA,1614
2003,13,South Florida,Conference USA,1525
2003,13,Stanford,Pac-10,1327
2003,13,Syracuse,Big East,1629
2003,13,TCU,Conference USA,1702
2003,13,Temple,Big East,1308
2003,13,Tennessee,SEC,1770
2003,13,Texas,Big 12,2063
2003,13,Texas A&M,Big 12,1356
2003,13,Texas State,Southland,1096
2003,13,Texas Tech,Big 12,1755
2003,13,Toledo,Mid-American,1585
2003,13,Troy,FBS Independents,1300
2003,13,Tulane,Conference USA,1320
2003,13,Tulsa,Western Athletic,1468
2003,13,UAB,Conference USA,1362
2003,13,UCF,Mid-American,1277
2003,13,UCLA,Pac-10,1535
2003,13,UConn,FBS Independents,1659
2003,13,UL Monroe,Sun Belt,849
2003,13,UNLV,Mountain West,1405
2003,13,USC,Pac-10,2092
2003,13,Utah,Mountain West,1670
2003,13,Utah State,Sun Belt,1315
2003,13,UTEP,Western Athletic,910
2003,13,Vanderbilt,SEC,1314
2003,13,Virginia,ACC,1714
2003,13,Virginia Tech,Big East,1960
2003,13,Wake Forest,ACC,1512
2003,13,Washington,Pac-10,1513
2003,13,Washington State,Pac-10,1825
2003,13,Western Kentucky,MVFC,1304
2003,13,Western Michigan,Mid-American,1363
2003,13,West Virginia,Big East,1784
2003,13,Wisconsin,Big Ten,1726
2003,13,Wyoming,Mountain West,1312
2003,14,Air Force,Mountain West,1523
2003,14,Akron,Mid-American,1377
2003,14,Alabama,SEC,1722
2003,14,App State,Southern,1391
2003,14,Arizona,Pac-10,1167
2003,14,Arizona State,Pac-10,1509
2003,14,Arkansas,SEC,1825
2003,14,Arkansas State,Sun Belt,831
2003,14,Army,Conference USA,980
2003,14,Auburn,SEC,1822
2003,14,Ball State,Mid-American,1183
2003,14,Baylor,Big 12,994
2003,14,Boise State,Western Athletic,1903
2003,14,Boston College,Big East,1690
2003,14,Bowling Green,Mid-American,1668
2003,14,Buffalo,Mid-American,1008
2003,14,BYU,Mountain West,1309
2003,14,California,Pac-10,1828
2003,14,Central Michigan,Mid-American,1098
2003,14,Cincinnati,Conference USA,1473
2003,14,Clemson,ACC,1790
2003,14,Colorado,Big 12,1579
2003,14,Colorado State,Mountain West,1677
2003,14,Duke,ACC,1259
2003,14,East Carolina,Conference USA,1202
2003,14,Eastern Michigan,Mid-American,1079
2003,14,Florida,SEC,1802
2003,14,Florida Atlantic,FCS Independents,1304
2003,14,Florida International,FCS Independents,1299
2003,14,Florida State,ACC,1942
2003,14,Fresno State,Western Athletic,1473
2003,14,Georgia,SEC,1979
2003,14,Georgia Tech,ACC,1460
2003,14,Hawai'i,Western Athletic,1517
2003,14,Houston,Conference USA,1285
2003,14,Idaho,Sun Belt,1254
2003,14,Illinois,Big Ten,1247
2003,14,Indiana,Big Ten,1109
2003,14,Iowa,Big Ten,1879
2003,14,Iowa State,Big 12,1183
2003,14,James Madison,Atlantic 10,1374
2003,14,Kansas,Big 12,1353
2003,14,Kansas State,Big 12,2077
2003,14,Kent State,Mid-American,1245
2003,14,Kentucky,SEC,1558
2003,14,Liberty,Big South,1031
2003,14,Louisiana,Sun Belt,1166
2003,14,Louisiana Tech,Western Athletic,1308
2003,14,Louisville,Conference USA,1554
2003,14,LSU,SEC,2011
2003,14,Marshall,Mid-American,1552
2003,14,Maryland,ACC,1792
2003,14,Massachusetts,Atlantic 10,1404
2003,14,Memphis,Conference USA,1634
2003,14,Miami,Big East,1940
2003,14,Miami (OH),Mid-American,1928
2003,14,Michigan,Big Ten,2033
2003,14,Michigan State,Big Ten,1671
2003,14,Middle Tennessee,Sun Belt,1292
2003,14,Minnesota,Big Ten,1809
2003,14,Mississippi State,SEC,1127
2003,14,Missouri,Big 12,1720
2003,14,Navy,FBS Independents,1468
2003,14,NC State,ACC,1750
2003,14,Nebraska,Big 12,1728
2003,14,Nevada,Western Athletic,1348
2003,14,New Mexico,Mountain West,1713
2003,14,New Mexico State,Sun Belt,1175
2003,14,North Carolina,ACC,1262
2003,14,Northern Illinois,Mid-American,1589
2003,14,North Texas,Sun Belt,1528
2003,14,Northwestern,Big Ten,1383
2003,14,Notre Dame,FBS Independents,1492
2003,14,Ohio,Mid-American,1334
2003,14,Ohio State,Big Ten,1819
2003,14,Oklahoma,Big 12,2388
2003,14,Oklahoma State,Big 12,1658
2003,14,Ole Miss,SEC,1767
2003,14,Oregon,Pac-10,1563
2003,14,Oregon State,Pac-10,1710
2003,14,Penn State,Big Ten,1605
2003,14,Pittsburgh,Big East,1717
2003,14,Purdue,Big Ten,1767
2003,14,Rice,Western Athletic,1262
2003,14,Rutgers,Big East,1362
2003,14,San Diego State,Mountain West,1439
2003,14,San José State,Western Athletic,1096
2003,14,SMU,Western Athletic,913
2003,14,South Carolina,SEC,1429
2003,14,Southern Miss,Conference USA,1644
2003,14,South Florida,Conference USA,1510
2003,14,Stanford,Pac-10,1344
2003,14,Syracuse,Big East,1619
2003,14,TCU,Conference USA,1672
2003,14,Temple,Big East,1313
2003,14,Tennessee,SEC,1852
2003,14,Texas,Big 12,2063
2003,14,Texas A&M,Big 12,1356
2003,14,Texas State,Southland,1096
2003,14,Texas Tech,Big 12,1739
2003,14,Toledo,Mid-American,1602
2003,14,Troy,FBS Independents,1291
2003,14,Tulane,Conference USA,1329
2003,14,Tulsa,Western Athletic,1451
2003,14,UAB,Conference USA,1377
2003,14,UCF,Mid-American,1270
2003,14,UCLA,Pac-10,1529
2003,14,UConn,FBS Independents,1659
2003,14,UL Monroe,Sun Belt,858
2003,14,UNLV,Mountain West,1417
2003,14,USC,Pac-10,2098
2003,14,Utah,Mountain West,1653
2003,14,Utah State,Sun Belt,1301
2003,14,UTEP,Western Athletic,863
2003,14,Vanderbilt,SEC,1232
2003,14,Virginia,ACC,1718
2003,14,Virginia Tech,Big East,1921
2003,14,Wake Forest,ACC,1512
2003,14,Washington,Pac-10,1546
2003,14,Washington State,Pac-10,1792
2003,14,Western Kentucky,MVFC,1304
2003,14,Western Michigan,Mid-American,1346
2003,14,West Virginia,Big East,1794
2003,14,Wisconsin,Big Ten,1726
2003,14,Wyoming,Mountain West,1294
2003,15,Air Force,Mountain West,1523
2003,15,Akron,Mid-American,1377
2003,15,Alabama,SEC,1696
2003,15,App State,Southern,1391
2003,15,Arizona,Pac-10,1151
2003,15,Arizona State,Pac-10,1525
2003,15,Arkansas,SEC,1764
2003,15,Arkansas State,Sun Belt,831
2003,15,Army,Conference USA,980
2003,15,Auburn,SEC,1822
2003,15,Ball State,Mid-American,1183
2003,15,Baylor,Big 12,994
2003,15,Boise State,Western Athletic,1988
2003,15,Boston College,Big East,1690
2003,15,Bowling Green,Mid-American,1676
2003,15,Buffalo,Mid-American,1008
2003,15,BYU,Mountain West,1309
2003,15,California,Pac-10,1828
2003,15,Central Michigan,Mid-American,1098
2003,15,Cincinnati,Conference USA,1473
2003,15,Clemson,ACC,1790
2003,15,Colorado,Big 12,1573
2003,15,Colorado State,Mountain West,1677
2003,15,Duke,ACC,1259
2003,15,East Carolina,Conference USA,1203
2003,15,Eastern Michigan,Mid-American,1079
2003,15,Florida,SEC,1804
2003,15,Florida Atlantic,FCS Independents,1304
2003,15,Florida International,FCS Independents,1299
2003,15,Florida State,ACC,1940
2003,15,Fresno State,Western Athletic,1445
2003,15,Georgia,SEC,1971
2003,15,Georgia Tech,ACC,1468
2003,15,Hawai'i,Western Athletic,1543
2003,15,Houston,Conference USA,1370
2003,15,Idaho,Sun Belt,1254
2003,15,Illinois,Big Ten,1247
2003,15,Indiana,Big Ten,1109
2003,15,Iowa,Big Ten,1879
2003,15,Iowa State,Big 12,1141
2003,15,James Madison,Atlantic 10,1374
2003,15,Kansas,Big 12,1353
2003,15,Kansas State,Big 12,2077
2003,15,Kent State,Mid-American,1245
2003,15,Kentucky,SEC,1555
2003,15,Liberty,Big South,1031
2003,15,Louisiana,Sun Belt,1166
2003,15,Louisiana Tech,Western Athletic,1199
2003,15,Louisville,Conference USA,1554
2003,15,LSU,SEC,2072
2003,15,Marshall,Mid-American,1600
2003,15,Maryland,ACC,1796
2003,15,Massachusetts,Atlantic 10,1404
2003,15,Memphis,Conference USA,1616
2003,15,Miami,Big East,1951
2003,15,Miami (OH),Mid-American,1950
2003,15,Michigan,Big Ten,2033
2003,15,Michigan State,Big Ten,1671
2003,15,Middle Tennessee,Sun Belt,1292
2003,15,Minnesota,Big Ten,1809
2003,15,Mississippi State,SEC,1114
2003,15,Missouri,Big 12,1762
2003,15,Navy,FBS Independents,1468
2003,15,NC State,ACC,1750
2003,15,Nebraska,Big 12,1734
2003,15,Nevada,Western Athletic,1263
2003,15,New Mexico,Mountain West,1713
2003,15,New Mexico State,Sun Belt,1190
2003,15,North Carolina,ACC,1262
2003,15,Northern Illinois,Mid-American,1589
2003,15,North Texas,Sun Belt,1513
2003,15,Northwestern,Big Ten,1383
2003,15,Notre Dame,FBS Independents,1627
2003,15,Ohio,Mid-American,1286
2003,15,Ohio State,Big Ten,1819
2003,15,Oklahoma,Big 12,2388
2003,15,Oklahoma State,Big 12,1658
2003,15,Ole Miss,SEC,1780
2003,15,Oregon,Pac-10,1563
2003,15,Oregon State,Pac-10,1710
2003,15,Penn State,Big Ten,1605
2003,15,Pittsburgh,Big East,1706
2003,15,Purdue,Big Ten,1767
2003,15,Rice,Western Athletic,1371
2003,15,Rutgers,Big East,1426
2003,15,San Diego State,Mountain West,1439
2003,15,San José State,Western Athletic,1096
2003,15,SMU,Western Athletic,950
2003,15,South Carolina,SEC,1429
2003,15,Southern Miss,Conference USA,1643
2003,15,South Florida,Conference USA,1528
2003,15,Stanford,Pac-10,1209
2003,15,Syracuse,Big East,1555
2003,15,TCU,Conference USA,1635
2003,15,Temple,Big East,1317
2003,15,Tennessee,SEC,1855
2003,15,Texas,Big 12,2070
2003,15,Texas A&M,Big 12,1349
2003,15,Texas State,Southland,1096
2003,15,Texas Tech,Big 12,1739
2003,15,Toledo,Mid-American,1594
2003,15,Troy,FBS Independents,1291
2003,15,Tulane,Conference USA,1329
2003,15,Tulsa,Western Athletic,1451
2003,15,UAB,Conference USA,1292
